"","LidarLeft","LidarRight","USLeft","USRear","USRight","CO","P25","O3","P10","NO","SO","timestamp","sensor","DateN","TimeN","Time","sequenceTime"
"201",1674,1,73.66,459.74,401.32,NA,NA,NA,NA,NA,NA,230717010912,"proximity","230717","010912",2017-07-23 01:09:12,201
"202",1706,1,73.66,640.08,401.32,NA,NA,NA,NA,NA,NA,230717010912,"proximity","230717","010912",2017-07-23 01:09:12,202
"203",1685,1,76.2,472.44,401.32,NA,NA,NA,NA,NA,NA,230717010912,"proximity","230717","010912",2017-07-23 01:09:12,203
"204",1,409,73.66,617.22,401.32,784,19.9,470,22.6,609,1090,230717010912,"proximity","230717","010912",2017-07-23 01:09:12,204
"205",1,401,76.2,642.62,401.32,NA,NA,NA,NA,NA,NA,230717010912,"proximity","230717","010912",2017-07-23 01:09:12,205
"206",1678,1,73.66,642.62,401.32,NA,NA,NA,NA,NA,NA,230717010912,"proximity","230717","010912",2017-07-23 01:09:12,206
"207",1714,1,71.12,447.04,401.32,NA,NA,NA,NA,NA,NA,230717010914,"proximity","230717","010914",2017-07-23 01:09:14,207
"208",1,408,43.18,162.56,401.32,784,19.9,805,22.5,763,789,230717010914,"proximity","230717","010914",2017-07-23 01:09:14,208
"209",1,404,76.2,320.04,401.32,NA,NA,NA,NA,NA,NA,230717010914,"proximity","230717","010914",2017-07-23 01:09:14,209
"210",1685,1,73.66,396.24,416.56,NA,NA,NA,NA,NA,NA,230717010914,"proximity","230717","010914",2017-07-23 01:09:14,210
"211",1,1,71.12,119.38,401.32,NA,NA,NA,NA,NA,NA,230717010915,"proximity","230717","010915",2017-07-23 01:09:15,211
"212",1,1,73.66,320.04,454.66,793,20,1252,22.4,1036,272,230717010915,"proximity","230717","010915",2017-07-23 01:09:15,212
"213",5,1,71.12,408.94,459.74,NA,NA,NA,NA,NA,NA,230717010915,"proximity","230717","010915",2017-07-23 01:09:15,213
"214",1,641,73.66,640.08,401.32,NA,NA,NA,NA,NA,NA,230717010916,"proximity","230717","010916",2017-07-23 01:09:16,214
"215",1,642,35.56,154.94,398.78,NA,NA,NA,NA,NA,NA,230717010916,"proximity","230717","010916",2017-07-23 01:09:16,215
"216",1,649,71.12,320.04,398.78,785,20,799,22.5,767,823,230717010916,"proximity","230717","010916",2017-07-23 01:09:16,216
"217",1,628,73.66,320.04,398.78,NA,NA,NA,NA,NA,NA,230717010916,"proximity","230717","010916",2017-07-23 01:09:16,217
"218",1,615,91.44,254,398.78,NA,NA,NA,NA,NA,NA,230717010917,"proximity","230717","010917",2017-07-23 01:09:17,218
"219",1,613,66.04,81.28,396.24,NA,NA,NA,NA,NA,NA,230717010917,"proximity","230717","010917",2017-07-23 01:09:17,219
"220",1,410,393.7,320.04,398.78,784,20.1,1018,22.6,1015,661,230717010918,"proximity","230717","010918",2017-07-23 01:09:18,220
"221",1,405,391.16,424.18,398.78,NA,NA,NA,NA,NA,NA,230717010918,"proximity","230717","010918",2017-07-23 01:09:18,221
"222",1,406,391.16,320.04,454.66,NA,NA,NA,NA,NA,NA,230717010918,"proximity","230717","010918",2017-07-23 01:09:18,222
"223",1,445,391.16,320.04,452.12,NA,NA,NA,NA,NA,NA,230717010918,"proximity","230717","010918",2017-07-23 01:09:18,223
"224",1697,1,101.6,320.04,640.08,786,20,484,22.5,599,1040,230717010918,"proximity","230717","010918",2017-07-23 01:09:18,224
"225",1676,2634,393.7,320.04,642.62,NA,NA,NA,NA,NA,NA,230717010918,"proximity","230717","010918",2017-07-23 01:09:18,225
"226",1,2617,111.76,320.04,640.08,NA,NA,NA,NA,NA,NA,230717010918,"proximity","230717","010918",2017-07-23 01:09:18,226
"227",1,2620,388.62,320.04,640.08,NA,NA,NA,NA,NA,NA,230717010920,"proximity","230717","010920",2017-07-23 01:09:20,227
"228",1694,2617,307.34,320.04,642.62,786,19.9,932,22.4,855,666,230717010920,"proximity","230717","010920",2017-07-23 01:09:20,228
"229",1,1,388.62,320.04,642.62,NA,NA,NA,NA,NA,NA,230717010920,"proximity","230717","010920",2017-07-23 01:09:20,229
"230",1,2624,266.7,320.04,642.62,NA,NA,NA,NA,NA,NA,230717010920,"proximity","230717","010920",2017-07-23 01:09:20,230
"231",1,2637,391.16,320.04,642.62,NA,NA,NA,NA,NA,NA,230717010920,"proximity","230717","010920",2017-07-23 01:09:20,231
"232",1,2606,388.62,320.04,642.62,789,19.8,1237,22.2,1045,282,230717010921,"proximity","230717","010921",2017-07-23 01:09:21,232
"233",1,2627,248.92,320.04,640.08,NA,NA,NA,NA,NA,NA,230717010921,"proximity","230717","010921",2017-07-23 01:09:21,233
"234",1,2618,388.62,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010921,"proximity","230717","010921",2017-07-23 01:09:21,234
"235",1,2619,388.62,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010922,"proximity","230717","010922",2017-07-23 01:09:22,235
"236",1,2643,292.1,640.08,642.62,787,19.8,764,22.3,765,830,230717010922,"proximity","230717","010922",2017-07-23 01:09:22,236
"237",1,2635,388.62,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010922,"proximity","230717","010922",2017-07-23 01:09:22,237
"238",1,1,294.64,642.62,642.62,NA,NA,NA,NA,NA,NA,230717010923,"proximity","230717","010923",2017-07-23 01:09:23,238
"239",1,2646,388.62,640.08,640.08,NA,NA,NA,NA,NA,NA,230717010923,"proximity","230717","010923",2017-07-23 01:09:23,239
"240",1,2639,391.16,640.08,642.62,784,19.8,851,22.3,836,722,230717010923,"proximity","230717","010923",2017-07-23 01:09:23,240
"241",1,2640,271.78,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010924,"proximity","230717","010924",2017-07-23 01:09:24,241
"242",1,1,388.62,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010924,"proximity","230717","010924",2017-07-23 01:09:24,242
"243",1,2642,388.62,640.08,640.08,NA,NA,NA,NA,NA,NA,230717010924,"proximity","230717","010924",2017-07-23 01:09:24,243
"244",1,2620,388.62,640.08,642.62,784,19.9,471,22.3,602,1039,230717010924,"proximity","230717","010924",2017-07-23 01:09:24,244
"245",1,2657,388.62,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010924,"proximity","230717","010924",2017-07-23 01:09:24,245
"246",1,2595,386.08,640.08,640.08,NA,NA,NA,NA,NA,NA,230717010924,"proximity","230717","010924",2017-07-23 01:09:24,246
"247",1,1,200.66,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010924,"proximity","230717","010924",2017-07-23 01:09:24,247
"248",1,1,388.62,640.08,642.62,784,19.8,918,22.3,863,698,230717010926,"proximity","230717","010926",2017-07-23 01:09:26,248
"249",1,2640,355.6,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010926,"proximity","230717","010926",2017-07-23 01:09:26,249
"250",1,2668,388.62,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010926,"proximity","230717","010926",2017-07-23 01:09:26,250
"251",1,1,111.76,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010927,"proximity","230717","010927",2017-07-23 01:09:27,251
"252",1,1,388.62,642.62,642.62,787,19.8,1156,22.3,989,332,230717010927,"proximity","230717","010927",2017-07-23 01:09:27,252
"253",1,2616,388.62,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010927,"proximity","230717","010927",2017-07-23 01:09:27,253
"254",1,2680,386.08,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010928,"proximity","230717","010928",2017-07-23 01:09:28,254
"255",1,2642,388.62,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010928,"proximity","230717","010928",2017-07-23 01:09:28,255
"256",1,1,106.68,640.08,642.62,783,19.8,833,22.2,797,802,230717010928,"proximity","230717","010928",2017-07-23 01:09:28,256
"257",1,2629,236.22,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010929,"proximity","230717","010929",2017-07-23 01:09:29,257
"258",1,2596,388.62,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010929,"proximity","230717","010929",2017-07-23 01:09:29,258
"259",1,2628,299.72,640.08,640.08,NA,NA,NA,NA,NA,NA,230717010929,"proximity","230717","010929",2017-07-23 01:09:29,259
"260",1,1,388.62,640.08,642.62,786,19.7,1207,22,1075,480,230717010929,"proximity","230717","010929",2017-07-23 01:09:29,260
"261",1,2646,358.14,642.62,642.62,NA,NA,NA,NA,NA,NA,230717010930,"proximity","230717","010930",2017-07-23 01:09:30,261
"262",1,2605,388.62,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010930,"proximity","230717","010930",2017-07-23 01:09:30,262
"263",1,2648,388.62,640.08,640.08,NA,NA,NA,NA,NA,NA,230717010930,"proximity","230717","010930",2017-07-23 01:09:30,263
"264",1,1,266.7,640.08,642.62,783,19.7,511,22,618,1015,230717010930,"proximity","230717","010930",2017-07-23 01:09:30,264
"265",1,1,388.62,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010930,"proximity","230717","010930",2017-07-23 01:09:30,265
"266",1,2642,325.12,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010930,"proximity","230717","010930",2017-07-23 01:09:30,266
"267",1,1,386.08,640.08,640.08,NA,NA,NA,NA,NA,NA,230717010930,"proximity","230717","010930",2017-07-23 01:09:30,267
"268",1,2629,368.3,640.08,642.62,784,19.7,928,22.1,851,691,230717010932,"proximity","230717","010932",2017-07-23 01:09:32,268
"269",1,1,309.88,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010932,"proximity","230717","010932",2017-07-23 01:09:32,269
"270",1,1,340.36,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010932,"proximity","230717","010932",2017-07-23 01:09:32,270
"271",1,2632,370.84,640.08,640.08,NA,NA,NA,NA,NA,NA,230717010933,"proximity","230717","010933",2017-07-23 01:09:33,271
"272",1,2625,116.84,640.08,642.62,784,19.7,1119,22.1,971,419,230717010933,"proximity","230717","010933",2017-07-23 01:09:33,272
"273",1,2655,220.98,640.08,645.16,NA,NA,NA,NA,NA,NA,230717010933,"proximity","230717","010933",2017-07-23 01:09:33,273
"274",1,1,38.1,640.08,640.08,NA,NA,NA,NA,NA,NA,230717010934,"proximity","230717","010934",2017-07-23 01:09:34,274
"275",1,2616,266.7,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010934,"proximity","230717","010934",2017-07-23 01:09:34,275
"276",1,2606,274.32,640.08,642.62,782,19.7,867,22.1,833,783,230717010934,"proximity","230717","010934",2017-07-23 01:09:34,276
"277",1,2640,386.08,642.62,642.62,NA,NA,NA,NA,NA,NA,230717010934,"proximity","230717","010934",2017-07-23 01:09:34,277
"278",1,2654,284.48,640.08,640.08,NA,NA,NA,NA,NA,NA,230717010935,"proximity","230717","010935",2017-07-23 01:09:35,278
"279",1,1,386.08,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010935,"proximity","230717","010935",2017-07-23 01:09:35,279
"280",1,2654,127,640.08,642.62,785,19.7,1263,22,1082,401,230717010935,"proximity","230717","010935",2017-07-23 01:09:35,280
"281",1,2654,370.84,642.62,642.62,NA,NA,NA,NA,NA,NA,230717010936,"proximity","230717","010936",2017-07-23 01:09:36,281
"282",1,2653,386.08,640.08,640.08,NA,NA,NA,NA,NA,NA,230717010936,"proximity","230717","010936",2017-07-23 01:09:36,282
"283",1,2653,381,642.62,642.62,NA,NA,NA,NA,NA,NA,230717010936,"proximity","230717","010936",2017-07-23 01:09:36,283
"284",1,2638,378.46,640.08,642.62,780,19.8,550,22.1,631,1008,230717010936,"proximity","230717","010936",2017-07-23 01:09:36,284
"285",1,1,71.12,640.08,640.08,NA,NA,NA,NA,NA,NA,230717010936,"proximity","230717","010936",2017-07-23 01:09:36,285
"286",1,1,378.46,640.08,457.2,NA,NA,NA,NA,NA,NA,230717010936,"proximity","230717","010936",2017-07-23 01:09:36,286
"287",1,1,388.62,640.08,640.08,NA,NA,NA,NA,NA,NA,230717010936,"proximity","230717","010936",2017-07-23 01:09:36,287
"288",1,1,391.16,640.08,452.12,784,19.9,916,22.3,872,700,230717010938,"proximity","230717","010938",2017-07-23 01:09:38,288
"289",1496,1,396.24,640.08,449.58,NA,NA,NA,NA,NA,NA,230717010938,"proximity","230717","010938",2017-07-23 01:09:38,289
"290",1371,1,401.32,640.08,439.42,NA,NA,NA,NA,NA,NA,230717010938,"proximity","230717","010938",2017-07-23 01:09:38,290
"291",1371,1,640.08,640.08,408.94,NA,NA,NA,NA,NA,NA,230717010939,"proximity","230717","010939",2017-07-23 01:09:39,291
"292",1387,1,642.62,640.08,642.62,788,20,1041,22.4,911,398,230717010939,"proximity","230717","010939",2017-07-23 01:09:39,292
"293",1381,706,645.16,642.62,642.62,NA,NA,NA,NA,NA,NA,230717010939,"proximity","230717","010939",2017-07-23 01:09:39,293
"294",1385,701,642.62,642.62,645.16,NA,NA,NA,NA,NA,NA,230717010940,"proximity","230717","010940",2017-07-23 01:09:40,294
"295",1392,1,642.62,642.62,642.62,NA,NA,NA,NA,NA,NA,230717010940,"proximity","230717","010940",2017-07-23 01:09:40,295
"296",1391,1,640.08,640.08,642.62,786,20,874,22.3,843,772,230717010940,"proximity","230717","010940",2017-07-23 01:09:40,296
"297",1401,1165,640.08,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010940,"proximity","230717","010940",2017-07-23 01:09:40,297
"298",1405,1,640.08,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010941,"proximity","230717","010941",2017-07-23 01:09:41,298
"299",1,1,640.08,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010941,"proximity","230717","010941",2017-07-23 01:09:41,299
"300",2698,1,640.08,640.08,642.62,791,20,1256,22.3,1079,398,230717010941,"proximity","230717","010941",2017-07-23 01:09:41,300
"301",1,1,640.08,640.08,642.62,NA,NA,NA,NA,NA,NA,230717010942,"proximity","230717","010942",2017-07-23 01:09:42,301
"302",1,1,472.44,640.08,314.96,NA,NA,NA,NA,NA,NA,230717010942,"proximity","230717","010942",2017-07-23 01:09:42,302
"303",1,329,218.44,642.62,309.88,NA,NA,NA,NA,NA,NA,230717010942,"proximity","230717","010942",2017-07-23 01:09:42,303
"304",1,1,439.42,640.08,312.42,784,20,589,22.3,687,1001,230717010942,"proximity","230717","010942",2017-07-23 01:09:42,304
"305",1,1,147.32,640.08,317.5,NA,NA,NA,NA,NA,NA,230717010942,"proximity","230717","010942",2017-07-23 01:09:42,305
"306",2942,1,401.32,640.08,314.96,NA,NA,NA,NA,NA,NA,230717010942,"proximity","230717","010942",2017-07-23 01:09:42,306
"307",1,1,142.24,640.08,322.58,NA,NA,NA,NA,NA,NA,230717010944,"proximity","230717","010944",2017-07-23 01:09:44,307
"308",1,1202,241.3,640.08,330.2,782,20,822,22.3,787,739,230717010944,"proximity","230717","010944",2017-07-23 01:09:44,308
"309",2058,3488,441.96,640.08,332.74,NA,NA,NA,NA,NA,NA,230717010944,"proximity","230717","010944",2017-07-23 01:09:44,309
"310",1792,3415,251.46,640.08,309.88,NA,NA,NA,NA,NA,NA,230717010944,"proximity","230717","010944",2017-07-23 01:09:44,310
"311",1739,1172,355.6,640.08,342.9,NA,NA,NA,NA,NA,NA,230717010945,"proximity","230717","010945",2017-07-23 01:09:45,311
"312",1767,1160,373.38,640.08,337.82,789,20.1,984,22.4,878,467,230717010945,"proximity","230717","010945",2017-07-23 01:09:45,312
"313",1829,1,104.14,640.08,335.28,NA,NA,NA,NA,NA,NA,230717010945,"proximity","230717","010945",2017-07-23 01:09:45,313
"314",1,1,325.12,640.08,360.68,NA,NA,NA,NA,NA,NA,230717010946,"proximity","230717","010946",2017-07-23 01:09:46,314
"315",1,1,63.5,640.08,279.4,NA,NA,NA,NA,NA,NA,230717010946,"proximity","230717","010946",2017-07-23 01:09:46,315
"316",1460,1,236.22,640.08,322.58,785,20.1,874,22.4,843,766,230717010946,"proximity","230717","010946",2017-07-23 01:09:46,316
"317",1778,1853,325.12,642.62,322.58,NA,NA,NA,NA,NA,NA,230717010946,"proximity","230717","010946",2017-07-23 01:09:46,317
"318",1,2668,281.94,640.08,322.58,NA,NA,NA,NA,NA,NA,230717010947,"proximity","230717","010947",2017-07-23 01:09:47,318
"319",1,1,264.16,642.62,320.04,NA,NA,NA,NA,NA,NA,230717010947,"proximity","230717","010947",2017-07-23 01:09:47,319
"320",2396,1527,66.04,640.08,322.58,787,20.1,1318,22.4,1120,372,230717010947,"proximity","230717","010947",2017-07-23 01:09:47,320
"321",1,1506,129.54,640.08,342.9,NA,NA,NA,NA,NA,NA,230717010948,"proximity","230717","010948",2017-07-23 01:09:48,321
"322",1,1468,43.18,640.08,322.58,NA,NA,NA,NA,NA,NA,230717010948,"proximity","230717","010948",2017-07-23 01:09:48,322
"323",1,1,53.34,642.62,322.58,NA,NA,NA,NA,NA,NA,230717010948,"proximity","230717","010948",2017-07-23 01:09:48,323
"324",897,2781,127,561.34,322.58,782,20,573,22.3,665,1008,230717010948,"proximity","230717","010948",2017-07-23 01:09:48,324
"325",1,1,106.68,294.64,322.58,NA,NA,NA,NA,NA,NA,230717010948,"proximity","230717","010948",2017-07-23 01:09:48,325
"326",1,1,109.22,561.34,322.58,NA,NA,NA,NA,NA,NA,230717010948,"proximity","230717","010948",2017-07-23 01:09:48,326
"327",1,285,109.22,299.72,375.92,NA,NA,NA,NA,NA,NA,230717010950,"proximity","230717","010950",2017-07-23 01:09:50,327
"328",1,1,139.7,553.72,287.02,782,20,900,22.3,827,704,230717010950,"proximity","230717","010950",2017-07-23 01:09:50,328
"329",1,1569,129.54,254,365.76,NA,NA,NA,NA,NA,NA,230717010950,"proximity","230717","010950",2017-07-23 01:09:50,329
"330",1,1545,208.28,320.04,365.76,NA,NA,NA,NA,NA,NA,230717010951,"proximity","230717","010951",2017-07-23 01:09:51,330
"331",1,376,162.56,284.48,256.54,NA,NA,NA,NA,NA,NA,230717010951,"proximity","230717","010951",2017-07-23 01:09:51,331
"332",1,379,513.08,320.04,360.68,788,19.9,1098,22.2,981,422,230717010951,"proximity","230717","010951",2017-07-23 01:09:51,332
"333",1740,374,104.14,320.04,248.92,NA,NA,NA,NA,NA,NA,230717010951,"proximity","230717","010951",2017-07-23 01:09:51,333
"334",1,383,76.2,195.58,363.22,NA,NA,NA,NA,NA,NA,230717010952,"proximity","230717","010952",2017-07-23 01:09:52,334
"335",1,1,231.14,353.06,330.2,NA,NA,NA,NA,NA,NA,230717010952,"proximity","230717","010952",2017-07-23 01:09:52,335
"336",1,1,558.8,81.28,254,785,19.9,843,22.2,806,782,230717010952,"proximity","230717","010952",2017-07-23 01:09:52,336
"337",1,1231,276.86,320.04,289.56,NA,NA,NA,NA,NA,NA,230717010953,"proximity","230717","010953",2017-07-23 01:09:53,337
"338",1,1281,55.88,175.26,271.78,NA,NA,NA,NA,NA,NA,230717010953,"proximity","230717","010953",2017-07-23 01:09:53,338
"339",1,1439,73.66,320.04,248.92,NA,NA,NA,NA,NA,NA,230717010953,"proximity","230717","010953",2017-07-23 01:09:53,339
"340",632,1,73.66,436.88,284.48,789,19.9,1345,22.2,1124,354,230717010953,"proximity","230717","010953",2017-07-23 01:09:53,340
"341",1,816,25.4,137.16,292.1,NA,NA,NA,NA,NA,NA,230717010954,"proximity","230717","010954",2017-07-23 01:09:54,341
"342",1,802,76.2,541.02,294.64,NA,NA,NA,NA,NA,NA,230717010954,"proximity","230717","010954",2017-07-23 01:09:54,342
"343",1,1457,76.2,284.48,304.8,NA,NA,NA,NA,NA,NA,230717010954,"proximity","230717","010954",2017-07-23 01:09:54,343
"344",1,1396,71.12,320.04,304.8,788,19.9,730,22.2,723,902,230717010954,"proximity","230717","010954",2017-07-23 01:09:54,344
"345",2322,1395,20.32,127,304.8,NA,NA,NA,NA,NA,NA,230717010954,"proximity","230717","010954",2017-07-23 01:09:54,345
"346",1043,2450,68.58,43.18,317.5,NA,NA,NA,NA,NA,NA,230717010954,"proximity","230717","010954",2017-07-23 01:09:54,346
"347",1047,2453,63.5,543.56,320.04,NA,NA,NA,NA,NA,NA,230717010956,"proximity","230717","010956",2017-07-23 01:09:56,347
"348",1530,2460,60.96,251.46,322.58,790,19.8,895,22.1,833,688,230717010956,"proximity","230717","010956",2017-07-23 01:09:56,348
"349",1526,1765,60.96,320.04,325.12,NA,NA,NA,NA,NA,NA,230717010956,"proximity","230717","010956",2017-07-23 01:09:56,349
"350",1559,520,66.04,205.74,327.66,NA,NA,NA,NA,NA,NA,230717010956,"proximity","230717","010956",2017-07-23 01:09:56,350
"351",1,523,68.58,320.04,327.66,NA,NA,NA,NA,NA,NA,230717010957,"proximity","230717","010957",2017-07-23 01:09:57,351
"352",2367,511,68.58,553.72,335.28,791,19.8,852,22,815,615,230717010957,"proximity","230717","010957",2017-07-23 01:09:57,352
"353",2371,493,71.12,637.54,337.82,NA,NA,NA,NA,NA,NA,230717010958,"proximity","230717","010958",2017-07-23 01:09:58,353
"354",1,457,73.66,640.08,337.82,NA,NA,NA,NA,NA,NA,230717010958,"proximity","230717","010958",2017-07-23 01:09:58,354
"355",2396,584,76.2,642.62,330.2,NA,NA,NA,NA,NA,NA,230717010958,"proximity","230717","010958",2017-07-23 01:09:58,355
"356",1,640,38.1,157.48,332.74,789,19.8,834,22,825,791,230717010958,"proximity","230717","010958",2017-07-23 01:09:58,356
"357",1,667,66.04,320.04,330.2,NA,NA,NA,NA,NA,NA,230717010959,"proximity","230717","010959",2017-07-23 01:09:59,357
"358",1543,675,68.58,246.38,330.2,NA,NA,NA,NA,NA,NA,230717010959,"proximity","230717","010959",2017-07-23 01:09:59,358
"359",1058,676,68.58,190.5,320.04,NA,NA,NA,NA,NA,NA,230717010959,"proximity","230717","010959",2017-07-23 01:09:59,359
"360",1517,434,66.04,251.46,332.74,795,19.7,1237,21.9,1019,309,230717011000,"proximity","230717","011000",2017-07-23 01:10:00,360
"361",1,767,68.58,127,254,NA,NA,NA,NA,NA,NA,230717011000,"proximity","230717","011000",2017-07-23 01:10:00,361
"362",2334,767,78.74,424.18,332.74,NA,NA,NA,NA,NA,NA,230717011000,"proximity","230717","011000",2017-07-23 01:10:00,362
"363",2312,1373,55.88,172.72,299.72,NA,NA,NA,NA,NA,NA,230717011000,"proximity","230717","011000",2017-07-23 01:10:00,363
"364",1,772,71.12,320.04,279.4,790,19.8,658,22,690,971,230717011000,"proximity","230717","011000",2017-07-23 01:10:00,364
"365",2207,737,71.12,424.18,335.28,NA,NA,NA,NA,NA,NA,230717011000,"proximity","230717","011000",2017-07-23 01:10:00,365
"366",1,790,71.12,642.62,335.28,NA,NA,NA,NA,NA,NA,230717011000,"proximity","230717","011000",2017-07-23 01:10:00,366
"367",2150,533,73.66,561.34,335.28,NA,NA,NA,NA,NA,NA,230717011002,"proximity","230717","011002",2017-07-23 01:10:02,367
"368",2210,523,76.2,457.2,576.58,795,19.9,870,22.1,807,712,230717011002,"proximity","230717","011002",2017-07-23 01:10:02,368
"369",2229,522,55.88,236.22,642.62,NA,NA,NA,NA,NA,NA,230717011002,"proximity","230717","011002",2017-07-23 01:10:02,369
"370",1,527,78.74,320.04,518.16,NA,NA,NA,NA,NA,NA,230717011002,"proximity","230717","011002",2017-07-23 01:10:02,370
"371",2332,525,76.2,383.54,508,NA,NA,NA,NA,NA,NA,230717011003,"proximity","230717","011003",2017-07-23 01:10:03,371
"372",2326,518,45.72,205.74,332.74,800,19.9,961,22.1,906,516,230717011003,"proximity","230717","011003",2017-07-23 01:10:03,372
"373",2339,555,76.2,320.04,340.36,NA,NA,NA,NA,NA,NA,230717011003,"proximity","230717","011003",2017-07-23 01:10:03,373
