,USRight,USLeft,USRear,LidarRight,LidarLeft,SO,NO,P10,P25,O3,CO,timestamp,sensor,DateN,TimeN,sequenceTime
2801,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215816,2801
2802,12.7,17.78,88.9,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215816,2802
2803,12.7,17.78,88.9,1,1511,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215816,2803
2804,12.7,17.78,88.9,1,1472,4095,4095,8.9,8,4095,4095,1.90717E+11,proximity,190717,215817,2804
2805,12.7,20.32,91.44,743,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215817,2805
2806,12.7,17.78,96.52,1,1017,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215817,2806
2807,12.7,17.78,91.44,1,867,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215817,2807
2808,12.7,17.78,96.52,1,1019,4095,4095,9,8.1,4095,4095,1.90717E+11,proximity,190717,215818,2808
2809,12.7,17.78,99.06,1,886,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215818,2809
2810,12.7,17.78,99.06,277,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215818,2810
2811,12.7,17.78,96.52,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215819,2811
2812,12.7,17.78,99.06,1,1,4095,4095,9.1,8.1,4095,4095,1.90717E+11,proximity,190717,215819,2812
2813,15.24,17.78,101.6,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215819,2813
2814,12.7,17.78,96.52,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215819,2814
2815,12.7,17.78,93.98,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215820,2815
2816,12.7,17.78,91.44,1,1,4095,4095,9.2,8.2,4095,4095,1.90717E+11,proximity,190717,215820,2816
2817,12.7,17.78,93.98,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215820,2817
2818,12.7,17.78,96.52,1,997,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215821,2818
2819,12.7,17.78,88.9,1023,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215821,2819
2820,12.7,17.78,91.44,1,1,4095,4095,9.3,8.3,4095,4095,1.90717E+11,proximity,190717,215821,2820
2821,12.7,17.78,93.98,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215821,2821
2822,15.24,17.78,91.44,809,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215822,2822
2823,12.7,17.78,96.52,796,2276,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215822,2823
2824,12.7,17.78,88.9,1051,1,4095,4095,9.4,8.4,4095,4095,1.90717E+11,proximity,190717,215822,2824
2825,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215823,2825
2826,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215823,2826
2827,12.7,17.78,88.9,791,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215823,2827
2828,15.24,17.78,91.44,1,777,4095,4095,9.4,8.4,4095,4095,1.90717E+11,proximity,190717,215823,2828
2829,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215824,2829
2830,12.7,17.78,91.44,1460,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215824,2830
2831,15.24,17.78,91.44,1,5052,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215824,2831
2832,15.24,17.78,96.52,1,1,4095,4095,9.4,8.4,4095,4095,1.90717E+11,proximity,190717,215824,2832
2833,15.24,17.78,96.52,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215825,2833
2834,15.24,17.78,99.06,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215825,2834
2835,12.7,20.32,93.98,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215825,2835
2836,15.24,20.32,93.98,1,1,4095,4095,9.4,8.4,4095,4095,1.90717E+11,proximity,190717,215826,2836
2837,12.7,17.78,96.52,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215826,2837
2838,12.7,17.78,93.98,1,633,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215826,2838
2839,12.7,17.78,91.44,218,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215827,2839
2840,12.7,17.78,93.98,1,1,4095,4095,9.4,8.3,4095,4095,1.90717E+11,proximity,190717,215827,2840
2841,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215827,2841
2842,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215827,2842
2843,12.7,20.32,91.44,1,808,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215828,2843
2844,12.7,17.78,91.44,226,559,4095,4095,9.3,8.3,4095,4095,1.90717E+11,proximity,190717,215828,2844
2845,12.7,17.78,93.98,1,559,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215828,2845
2846,15.24,17.78,88.9,1,1592,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215829,2846
2847,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215829,2847
2848,12.7,17.78,88.9,1,1,4095,4095,9.3,8.3,4095,4095,1.90717E+11,proximity,190717,215829,2848
2849,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215829,2849
2850,15.24,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215829,2850
2851,15.24,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215830,2851
2852,12.7,17.78,91.44,1,1,4095,4095,9.2,8.2,4095,4095,1.90717E+11,proximity,190717,215830,2852
2853,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215830,2853
2854,12.7,17.78,91.44,201,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215831,2854
2855,12.7,17.78,88.9,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215831,2855
2856,15.24,17.78,88.9,1,623,4095,4095,9.2,8.2,4095,4095,1.90717E+11,proximity,190717,215831,2856
2857,12.7,17.78,91.44,1,580,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215832,2857
2858,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215832,2858
2859,12.7,17.78,93.98,197,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215832,2859
2860,12.7,17.78,96.52,1593,1,4095,4095,9.2,8.2,4095,4095,1.90717E+11,proximity,190717,215832,2860
2861,12.7,17.78,93.98,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215833,2861
2862,12.7,17.78,99.06,1,822,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215833,2862
2863,15.24,17.78,93.98,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215833,2863
2864,12.7,20.32,91.44,1,1,4095,4095,9.2,8.2,4095,4095,1.90717E+11,proximity,190717,215834,2864
2865,15.24,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215834,2865
2866,12.7,17.78,88.9,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215834,2866
2867,15.24,17.78,93.98,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215834,2867
2868,15.24,17.78,91.44,1,1,4095,4095,9.2,8.2,4095,4095,1.90717E+11,proximity,190717,215835,2868
2869,12.7,17.78,99.06,752,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215835,2869
2870,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215835,2870
2871,15.24,17.78,93.98,1,849,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215836,2871
2872,15.24,17.78,96.52,1,1,4095,4095,9.1,8.2,4095,4095,1.90717E+11,proximity,190717,215836,2872
2873,12.7,17.78,99.06,784,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215836,2873
2874,12.7,17.78,93.98,1,779,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215836,2874
2875,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215837,2875
2876,12.7,17.78,91.44,1,1,4095,4095,8.9,8.1,4095,4095,1.90717E+11,proximity,190717,215837,2876
2877,15.24,17.78,88.9,215,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215837,2877
2878,15.24,17.78,93.98,993,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215838,2878
2879,12.7,17.78,93.98,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215838,2879
2880,12.7,17.78,91.44,1,1,4095,4095,8.9,8.1,4095,4095,1.90717E+11,proximity,190717,215838,2880
2881,12.7,17.78,101.6,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215838,2881
2882,15.24,17.78,88.9,1533,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215839,2882
2883,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215839,2883
2884,12.7,17.78,93.98,1,806,4095,4095,8.9,8.1,4095,4095,1.90717E+11,proximity,190717,215839,2884
2885,15.24,17.78,91.44,1,826,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215839,2885
2886,15.24,17.78,88.9,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215840,2886
2887,15.24,17.78,93.98,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215840,2887
2888,12.7,17.78,96.52,1,1,4095,4095,8.9,8.1,4095,4095,1.90717E+11,proximity,190717,215840,2888
2889,12.7,17.78,96.52,202,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215841,2889
2890,12.7,17.78,96.52,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215841,2890
2891,15.24,17.78,99.06,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215841,2891
2892,15.24,17.78,96.52,1,1,4095,4095,8.9,8.1,4095,4095,1.90717E+11,proximity,190717,215842,2892
2893,12.7,17.78,96.52,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215842,2893
2894,12.7,17.78,91.44,1,838,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215842,2894
2895,15.24,17.78,91.44,1,705,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215842,2895
2896,12.7,17.78,91.44,1519,1,4095,4095,8.9,8.1,4095,4095,1.90717E+11,proximity,190717,215843,2896
2897,15.24,17.78,91.44,770,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215843,2897
2898,12.7,17.78,88.9,965,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215843,2898
2899,12.7,17.78,91.44,1,698,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215844,2899
2900,12.7,17.78,91.44,1,670,4095,4095,8.9,8.1,4095,4095,1.90717E+11,proximity,190717,215844,2900
2901,15.24,17.78,88.9,169,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215844,2901
2902,12.7,17.78,91.44,1,1520,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215844,2902
2903,12.7,17.78,93.98,738,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215844,2903
2904,15.24,17.78,96.52,721,1,4095,4095,9,8.2,4095,4095,1.90717E+11,proximity,190717,215845,2904
2905,12.7,17.78,96.52,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215845,2905
2906,12.7,17.78,96.52,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215846,2906
2907,15.24,20.32,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215846,2907
2908,12.7,17.78,91.44,711,1,4095,4095,9,8.2,4095,4095,1.90717E+11,proximity,190717,215846,2908
2909,15.24,17.78,91.44,719,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215846,2909
2910,15.24,17.78,88.9,1,583,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215847,2910
2911,12.7,17.78,91.44,1,586,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215847,2911
2912,12.7,17.78,91.44,1,1,4095,4095,9,8.2,4095,4095,1.90717E+11,proximity,190717,215847,2912
2913,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215847,2913
2914,15.24,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215848,2914
2915,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215848,2915
2916,12.7,17.78,91.44,1,656,4095,4095,9,8.2,4095,4095,1.90717E+11,proximity,190717,215848,2916
2917,15.24,17.78,91.44,1,616,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215849,2917
2918,12.7,17.78,88.9,1,865,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215849,2918
2919,15.24,17.78,96.52,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215849,2919
2920,12.7,17.78,91.44,1,1,4095,4095,9,8.2,4095,4095,1.90717E+11,proximity,190717,215849,2920
2921,15.24,17.78,96.52,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215850,2921
2922,15.24,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215850,2922
2923,12.7,17.78,96.52,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215850,2923
2924,12.7,17.78,99.06,1,1,4095,4095,9,8.2,4095,4095,1.90717E+11,proximity,190717,215851,2924
2925,15.24,17.78,96.52,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215851,2925
2926,12.7,17.78,96.52,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215851,2926
2927,12.7,17.78,93.98,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215851,2927
2928,12.7,17.78,96.52,762,1,4095,4095,9.1,8.3,4095,4095,1.90717E+11,proximity,190717,215852,2928
2929,12.7,17.78,91.44,777,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215852,2929
2930,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215852,2930
2931,15.24,17.78,96.52,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215853,2931
2932,12.7,17.78,91.44,1,1,4095,4095,9.1,8.3,4095,4095,1.90717E+11,proximity,190717,215853,2932
2933,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215853,2933
2934,12.7,17.78,88.9,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215853,2934
2935,12.7,17.78,93.98,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215854,2935
2936,12.7,17.78,91.44,1,517,4095,4095,9.1,8.3,4095,4095,1.90717E+11,proximity,190717,215854,2936
2937,12.7,17.78,96.52,1,469,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215854,2937
2938,15.24,17.78,91.44,1,627,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215854,2938
2939,12.7,17.78,96.52,1,646,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215855,2939
2940,15.24,17.78,96.52,1,746,4095,4095,9.1,8.3,4095,4095,1.90717E+11,proximity,190717,215855,2940
2941,15.24,20.32,96.52,1,802,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215856,2941
2942,12.7,17.78,93.98,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215856,2942
2943,12.7,17.78,93.98,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215856,2943
2944,12.7,17.78,91.44,327,1,4095,4095,9.2,8.4,4095,4095,1.90717E+11,proximity,190717,215856,2944
2945,12.7,20.32,96.52,317,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215857,2945
2946,12.7,17.78,96.52,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215857,2946
2947,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215857,2947
2948,12.7,17.78,93.98,1,571,4095,4095,9.3,8.4,4095,4095,1.90717E+11,proximity,190717,215857,2948
2949,12.7,17.78,91.44,1,546,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215858,2949
2950,12.7,17.78,88.9,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215858,2950
2951,15.24,17.78,88.9,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215858,2951
2952,15.24,17.78,93.98,1,1,4095,4095,9.4,8.5,4095,4095,1.90717E+11,proximity,190717,215859,2952
2953,15.24,20.32,88.9,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215859,2953
2954,12.7,17.78,91.44,1,635,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215859,2954
2955,12.7,17.78,93.98,1,546,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215859,2955
2956,15.24,17.78,99.06,1,456,4095,4095,9.3,8.4,4095,4095,1.90717E+11,proximity,190717,215900,2956
2957,15.24,20.32,106.68,1,437,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215900,2957
2958,12.7,17.78,93.98,1,361,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215900,2958
2959,15.24,17.78,96.52,1,363,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215901,2959
2960,12.7,17.78,91.44,1,348,4095,4095,9.1,8.3,4095,4095,1.90717E+11,proximity,190717,215901,2960
2961,12.7,17.78,91.44,1,342,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215901,2961
2962,12.7,17.78,91.44,1,360,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215901,2962
2963,15.24,17.78,91.44,1,358,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215902,2963
2964,12.7,17.78,91.44,1,375,4095,4095,9.1,8.3,4095,4095,1.90717E+11,proximity,190717,215902,2964
2965,15.24,17.78,88.9,1,372,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215902,2965
2966,12.7,17.78,91.44,1,412,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215903,2966
2967,12.7,17.78,88.9,1,437,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215903,2967
2968,12.7,17.78,91.44,1,479,4095,4095,9.1,8.3,4095,4095,1.90717E+11,proximity,190717,215903,2968
2969,12.7,17.78,93.98,1,493,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215903,2969
2970,12.7,17.78,99.06,1,445,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215904,2970
2971,12.7,17.78,99.06,1,428,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215904,2971
2972,12.7,17.78,91.44,1,445,4095,4095,9.1,8.3,4095,4095,1.90717E+11,proximity,190717,215904,2972
2973,12.7,17.78,91.44,1,449,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215904,2973
2974,12.7,17.78,91.44,1,459,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215905,2974
2975,15.24,17.78,93.98,1,466,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215905,2975
2976,15.24,17.78,91.44,1,467,4095,4095,9.1,8.3,4095,4095,1.90717E+11,proximity,190717,215905,2976
2977,12.7,17.78,91.44,1,467,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215906,2977
2978,15.24,17.78,91.44,1,454,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215906,2978
2979,12.7,17.78,88.9,1,441,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215906,2979
2980,12.7,17.78,91.44,1,418,4095,4095,9,8.2,4095,4095,1.90717E+11,proximity,190717,215907,2980
2981,12.7,17.78,96.52,1,416,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215907,2981
2982,12.7,17.78,88.9,1,423,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215907,2982
2983,12.7,17.78,99.06,1,410,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215907,2983
2984,15.24,17.78,96.52,1,400,4095,4095,9,8.2,4095,4095,1.90717E+11,proximity,190717,215908,2984
2985,12.7,17.78,96.52,1,406,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215908,2985
2986,12.7,17.78,93.98,1,550,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215908,2986
2987,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215908,2987
2988,12.7,17.78,93.98,1,1,4095,4095,9,8.2,4095,4095,1.90717E+11,proximity,190717,215909,2988
2989,12.7,17.78,91.44,661,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215909,2989
2990,12.7,17.78,91.44,1,552,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215909,2990
2991,12.7,17.78,93.98,1,604,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215909,2991
2992,12.7,17.78,88.9,1,602,4095,4095,9,8.2,4095,4095,1.90717E+11,proximity,190717,215910,2992
2993,12.7,17.78,96.52,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215910,2993
2994,12.7,17.78,99.06,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215910,2994
2995,12.7,17.78,96.52,1,663,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215911,2995
2996,12.7,17.78,99.06,1,622,4095,4095,9,8.2,4095,4095,1.90717E+11,proximity,190717,215911,2996
2997,15.24,20.32,96.52,1,585,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215911,2997
2998,12.7,17.78,96.52,1,577,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215912,2998
2999,12.7,20.32,96.52,1,638,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215912,2999
3000,12.7,17.78,91.44,1,813,4095,4095,9,8.2,4095,4095,1.90717E+11,proximity,190717,215912,3000
3001,12.7,17.78,91.44,1,749,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215912,3001
3002,12.7,17.78,96.52,1,831,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215913,3002
3003,12.7,17.78,88.9,1,1009,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215913,3003
3004,15.24,17.78,88.9,170,847,4095,4095,8.9,8.1,4095,4095,1.90717E+11,proximity,190717,215913,3004
3005,12.7,17.78,91.44,175,804,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215914,3005
3006,12.7,17.78,88.9,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215914,3006
3007,12.7,17.78,91.44,195,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215914,3007
3008,12.7,17.78,88.9,191,1,4095,4095,8.9,8.1,4095,4095,1.90717E+11,proximity,190717,215914,3008
3009,12.7,17.78,91.44,211,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215914,3009
3010,12.7,20.32,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215915,3010
3011,12.7,17.78,91.44,159,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215915,3011
3012,12.7,17.78,91.44,145,1,4095,4095,8.9,8.1,4095,4095,1.90717E+11,proximity,190717,215916,3012
3013,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215916,3013
3014,12.7,17.78,88.9,1,729,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215916,3014
3015,12.7,17.78,91.44,155,694,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215916,3015
3016,15.24,17.78,99.06,107,651,4095,4095,8.9,8.1,4095,4095,1.90717E+11,proximity,190717,215917,3016
3017,12.7,17.78,88.9,1,626,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215917,3017
3018,15.24,17.78,88.9,129,675,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215917,3018
3019,15.24,17.78,96.52,1,778,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215917,3019
3020,12.7,17.78,96.52,1,1,4095,4095,8.9,8.1,4095,4095,1.90717E+11,proximity,190717,215918,3020
3021,12.7,17.78,101.6,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215918,3021
3022,12.7,17.78,93.98,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215918,3022
3023,12.7,17.78,96.52,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215919,3023
3024,12.7,17.78,93.98,341,1274,4095,4095,8.8,8.1,4095,4095,1.90717E+11,proximity,190717,215919,3024
3025,15.24,17.78,93.98,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215919,3025
3026,12.7,17.78,96.52,222,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215919,3026
3027,12.7,17.78,99.06,239,880,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215920,3027
3028,15.24,17.78,96.52,201,779,4095,4095,8.7,8,4095,4095,1.90717E+11,proximity,190717,215920,3028
3029,12.7,17.78,99.06,191,817,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215920,3029
3030,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215921,3030
3031,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215921,3031
3032,15.24,17.78,91.44,1,1292,4095,4095,8.7,8,4095,4095,1.90717E+11,proximity,190717,215921,3032
3033,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215922,3033
3034,12.7,17.78,91.44,1,1485,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215922,3034
3035,15.24,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215922,3035
3036,15.24,20.32,91.44,1,1113,4095,4095,8.6,7.9,4095,4095,1.90717E+11,proximity,190717,215922,3036
3037,15.24,17.78,93.98,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215923,3037
3038,12.7,17.78,91.44,1,1,NA,NA,NA,NA,NA,NA,1.90717E+11,proximity,190717,215923,3038
