"course","speed","day","left_class","right_class","time","lon","lat","seq","way","video_time","USRight","USLeft","USRear","LidarRight","LidarLeft","CO","SO","O3","NO","P10","P25"
139.78,1.59,220717,"nothing","nothing","7/22/17 3:46",-84.38951667,33.77762,1,"go","7/21/17 23:59",163.4066667,299.72,640.9266667,1019.333333,410,783,825,799,797,25.2,22.7
112.53,1.57,220717,"nothing","nothing","7/22/17 3:46",-84.38950667,33.77762,2,"go","7/21/17 23:59",162.56,120.65,640.08,771.75,376.5,787,353,1227,1021,25.1,22.6
110.71,1.52,220717,"nothing","nothing","7/22/17 3:46",-84.38949167,33.77764,3,"go","7/21/17 23:59",164.2533333,487.68,640.08,1,1,784,856,750,756,25.1,22.6
119.17,1.5,220717,"nothing","nothing","7/22/17 3:46",-84.389495,33.77760667,4,"go","7/21/17 23:59",162.56,575.31,641.985,634,1,785,692,928,884,25,22.5
125.08,1.46,220717,"nothing","nothing","7/22/17 3:46",-84.38949,33.77759833,5,"go","7/21/17 23:59",160.8666667,574.04,640.08,1,1,NA,NA,NA,NA,NA,NA
124.8,1.44,220717,"nothing","nothing","7/22/17 3:46",-84.38948,33.77758833,6,"go","7/21/17 23:59",160.02,574.8866667,640.08,1,1,783,993,446,553,25,22.4
125.8,1.46,220717,"nothing","nothing","7/22/17 3:46",-84.38946833,33.777575,7,"go","7/21/17 23:59",162.56,573.405,640.08,1,1,783,746,826,783,24.9,22.3
127.69,1.48,220717,"nothing","nothing","7/22/17 3:46",-84.38946,33.777565,8,"go","7/21/17 23:59",162.56,571.5,640.08,1,1,788,254,1310,1059,24.8,22.2
131.38,1.53,220717,"nothing","nothing","7/22/17 3:46",-84.38944833,33.77755,9,"go","7/21/17 23:59",163.195,572.135,640.715,641,1,783,877,736,759,24.9,22.3
138.83,1.54,220717,"nothing","nothing","7/22/17 3:46",-84.389445,33.77754167,10,"go","7/21/17 23:59",161.29,574.675,640.715,1,1,783,726,855,800,24.9,22.3
149.37,1.36,220717,"nothing","nothing","7/22/17 3:47",-84.38944333,33.777535,11,"go","7/21/17 23:59",161.7133333,573.1933333,640.08,1,1,790,548,898,854,24.9,22.3
171.04,1.43,220717,"nothing","nothing","7/22/17 3:47",-84.38945333,33.77751167,12,"go","7/21/17 23:59",164.2533333,570.6533333,640.08,1,1,NA,NA,NA,NA,NA,NA
180.82,1.45,220717,"nothing","nothing","7/22/17 3:47",-84.38945833,33.77749667,13,"go","7/21/17 23:59",165.1,569.8066667,640.08,1676.333333,1,785,704,898,806,24.8,22.2
177.43,1.47,220717,"nothing","nothing","7/22/17 3:47",-84.38945667,33.77747833,14,"go","7/21/17 23:59",165.1,570.865,640.715,1,1,789,248,1333,1055,24.8,22.2
176.38,1.45,220717,"nothing","nothing","7/22/17 3:47",-84.38945333,33.777465,15,"go","7/21/17 23:59",165.1,569.8066667,640.9266667,1,1,783,883,738,735,24.9,22.2
170.73,1.43,220717,"nothing","nothing","7/22/17 3:47",-84.38944333,33.777455,16,"go","7/21/17 23:59",165.1,568.96,640.08,847,1,785,689,906,850,24.9,22.2
166.09,1.43,220717,"nothing","nothing","7/22/17 3:47",-84.38943667,33.77744333,17,"go","7/21/17 23:59",165.1,571.5,640.9266667,1,1,NA,NA,NA,NA,NA,NA
163.25,1.41,220717,"nothing","nothing","7/22/17 3:47",-84.38942833,33.77743333,18,"go","7/21/17 23:59",165.1,570.865,640.08,631.75,1,784,1007,419,553,24.8,22.1
162.3,1.37,220717,"nothing","nothing","7/22/17 3:47",-84.38942333,33.77742333,19,"go","7/22/17 0:00",165.1,573.1933333,640.08,1681.333333,1,784,673,946,870,24.8,22.1
160.98,1.35,220717,"nothing","nothing","7/22/17 3:47",-84.38941667,33.77741167,20,"go","7/22/17 0:00",164.2533333,572.3466667,640.08,1,1,788,371,1115,945,24.9,22
159.87,1.33,220717,"nothing","nothing","7/22/17 3:47",-84.389415,33.777405,21,"go","7/22/17 0:00",161.7133333,574.8866667,640.08,1,1,783,823,814,814,24.7,22
158.33,1.32,220717,"nothing","nothing","7/22/17 3:47",-84.38941,33.77739667,22,"go","7/22/17 0:00",162.56,573.405,640.715,1,1,783,668,897,851,24.5,21.9
158.17,1.32,220717,"nothing","nothing","7/22/17 3:47",-84.38940667,33.77738833,23,"go","7/22/17 0:00",162.56,571.5,640.08,1173,1,NA,NA,NA,NA,NA,NA
159.13,1.32,220717,"nothing","nothing","7/22/17 3:47",-84.38940167,33.77738,24,"go","7/22/17 0:00",162.56,572.77,640.08,1,1,782,904,521,606,24.5,21.9
160.5,1.33,220717,"nothing","nothing","7/22/17 3:47",-84.3894,33.77737,25,"go","7/22/17 0:00",162.56,571.5,640.08,1,1,784,666,964,886,24.4,21.8
161.28,1.36,220717,"nothing","nothing","7/22/17 3:47",-84.38939667,33.77736,26,"go","7/22/17 0:00",162.56,574.04,640.08,1,1,788,370,1134,981,24.3,21.7
160.61,1.38,220717,"nothing","nothing","7/22/17 3:47",-84.38939,33.77735,27,"go","7/22/17 0:00",162.56,574.8866667,640.08,1,1,783,838,802,801,24.3,21.7
159.63,1.42,220717,"nothing","nothing","7/22/17 3:47",-84.38938333,33.77734,28,"go","7/22/17 0:00",162.56,572.77,640.08,1,1,785,682,911,867,24.3,21.7
157.94,1.45,220717,"nothing","nothing","7/22/17 3:47",-84.38937667,33.77733333,29,"go","7/22/17 0:00",162.56,573.405,640.08,640.25,1,783,894,521,622,24.1,21.6
253.36,0.69,220717,"nothing","nothing","7/22/17 3:47",-84.38914167,33.777075,30,"go","7/22/17 0:00",162.052,574.04,640.08,306,1,783,732,856,801,24.1,21.6
248.15,0.67,220717,"nothing","nothing","7/22/17 3:47",-84.38914833,33.77704667,31,"go","7/22/17 0:00",162.56,574.04,640.08,842,1,788,312,1220,1028,23.9,21.5
242.76,0.69,220717,"nothing","nothing","7/22/17 3:47",-84.38915,33.777035,32,"go","7/22/17 0:00",162.56,574.04,640.9266667,1,1,NA,NA,NA,NA,NA,NA
190.14,0.72,220717,"nothing","nothing","7/22/17 3:47",-84.389155,33.77702667,33,"go","7/22/17 0:00",161.29,575.31,640.715,761.25,1,784,793,852,803,23.9,21.5
190.97,0.72,220717,"nothing","nothing","7/22/17 3:47",-84.38916,33.77701833,34,"go","7/22/17 0:00",160.02,575.7333333,640.08,1,1,786,630,985,907,23.9,21.5
191.5,0.7,220717,"nothing","nothing","7/22/17 3:47",-84.38916333,33.77701833,35,"go","7/22/17 0:00",160.8666667,576.58,640.08,1,1,785,1006,525,647,23.8,21.4
191.5,0.49,220717,"nothing","nothing","7/22/17 3:47",-84.389165,33.777015,36,"go","7/22/17 0:00",160.02,575.31,640.08,1,1,786,718,880,815,23.8,21.4
191.5,0.49,220717,"nothing","nothing","7/22/17 3:47",-84.38917667,33.777015,37,"go","7/22/17 0:00",160.02,577.4266667,640.08,1,1,788,482,984,877,23.7,21.3
191.5,0.49,220717,"nothing","nothing","7/22/17 3:47",-84.38918833,33.77702,38,"go","7/22/17 0:00",160.02,577.215,640.715,1,1,785,759,876,809,23.8,21.4
191.6,0.5,220717,"nothing","nothing","7/22/17 3:47",-84.38919333,33.77701667,39,"go","7/22/17 0:00",160.02,577.4266667,640.08,1,1,NA,NA,NA,NA,NA,NA
282.48,0.63,220717,"nothing","nothing","7/22/17 3:47",-84.38919667,33.77701667,40,"go","7/22/17 0:00",160.02,577.4266667,640.08,1,1,786,401,1285,1097,23.8,21.4
293.53,0.7,220717,"nothing","nothing","7/22/17 3:47",-84.38920833,33.77702833,41,"go","7/22/17 0:00",160.02,577.4266667,640.08,1,1,784,958,570,680,23.9,21.5
296.27,0.77,220717,"nothing","nothing","7/22/17 3:47",-84.38922333,33.77704,42,"go","7/22/17 0:00",160.02,578.2733333,640.08,1,1,786,739,852,799,23.9,21.5
298.87,0.78,220717,"nothing","nothing","7/22/17 3:47",-84.38923,33.77705167,43,"go","7/22/17 0:00",160.02,577.215,640.08,1,1,790,451,1015,916,23.9,21.5
307.93,0.74,220717,"nothing","nothing","7/22/17 3:47",-84.38922667,33.77705833,44,"go","7/22/17 0:00",160.8666667,577.4266667,640.9266667,1,1,NA,NA,NA,NA,NA,NA
307.93,0.58,220717,"nothing","nothing","7/22/17 3:47",-84.38922667,33.77706,45,"go","7/22/17 0:00",160.8666667,575.7333333,640.08,1,1,784,773,852,792,23.9,21.5
307.36,0.58,220717,"nothing","nothing","7/22/17 3:47",-84.38923,33.777065,46,"go","7/22/17 0:00",160.02,575.945,640.08,1,1,789,384,1299,1147,23.8,21.4
307.47,0.66,220717,"nothing","nothing","7/22/17 3:47",-84.38923667,33.77707,47,"go","7/22/17 0:00",160.02,576.58,640.08,1,1,783,1005,501,644,23.9,21.5
294.36,0.83,220717,"nothing","nothing","7/22/17 3:47",-84.38925167,33.77707167,48,"go","7/22/17 0:00",160.02,578.485,640.715,1,1,783,753,811,758,23.9,21.5
293.81,0.87,220717,"nothing","nothing","7/22/17 3:47",-84.38926333,33.77707667,49,"go","7/22/17 0:00",160.8666667,576.58,640.08,1,1,786,444,1042,930,24,21.5
292.25,0.91,220717,"nothing","nothing","7/22/17 3:47",-84.389275,33.77708,50,"go","7/22/17 0:00",160.8666667,576.58,640.08,1,1,NA,NA,NA,NA,NA,NA
291.09,0.91,220717,"nothing","nothing","7/22/17 3:47",-84.38928333,33.77708,51,"go","7/22/17 0:00",160.02,577.4266667,640.08,90,1,782,710,918,843,24.1,21.6
286.49,0.87,220717,"nothing","nothing","7/22/17 3:47",-84.38928667,33.77708,52,"go","7/22/17 0:00",161.7133333,575.7333333,640.08,1,1,787,310,1285,1049,24.1,21.6
278.72,0.82,220717,"nothing","nothing","7/22/17 3:47",-84.389295,33.77707667,53,"go","7/22/17 0:00",154.94,575.31,640.08,379,1,783,877,732,736,24,21.6
279.51,0.79,220717,"nothing","nothing","7/22/17 3:47",-84.38929833,33.77708167,54,"go","7/22/17 0:00",118.11,586.74,641.35,754.5,1,NA,NA,NA,NA,NA,NA
281.16,0.73,220717,"nothing","nothing","7/22/17 3:47",-84.389305,33.77709,55,"go","7/22/17 0:00",118.745,582.295,640.715,1,1,782,717,888,843,24,21.6
282.24,0.68,220717,"nothing","nothing","7/22/17 3:47",-84.389305,33.77709167,56,"go","7/22/17 0:00",119.38,582.5066667,640.08,1,1,785,464,1017,905,24,21.6
284.27,0.66,220717,"nothing","nothing","7/22/17 3:47",-84.38931333,33.77710333,57,"go","7/22/17 0:00",120.65,581.66,640.715,1,1,783,720,909,852,23.9,21.5
286.38,0.67,220717,"nothing","nothing","7/22/17 3:47",-84.38932,33.77711167,58,"go","7/22/17 0:00",121.0733333,579.9666667,640.08,1,1,787,348,1243,1035,23.8,21.4
287.84,0.67,220717,"nothing","nothing","7/22/17 3:47",-84.38932333,33.77712167,59,"go","7/22/17 0:00",119.38,581.66,640.9266667,1,1,783,889,721,764,23.8,21.4
289.34,0.65,220717,"nothing","nothing","7/22/17 3:47",-84.38932667,33.77712667,60,"go","7/22/17 0:00",119.38,580.8133333,640.08,1,949.3333333,NA,NA,NA,NA,NA,NA
289.34,0.62,220717,"nothing","nothing","7/22/17 3:47",-84.38933,33.777125,61,"go","7/22/17 0:00",114.3,584.2,640.715,1,1,784,684,939,861,23.8,21.4
289.34,0.44,220717,"nothing","nothing","7/22/17 3:47",-84.38932667,33.777125,62,"go","7/22/17 0:00",114.3,588.4333333,640.9266667,888,1356,786,573,912,858,23.8,21.4
289.34,0.4,220717,"nothing","nothing","7/22/17 3:47",-84.38932333,33.77712667,63,"go","7/22/17 0:00",158.115,619.125,640.08,1856.5,403.75,783,698,927,857,23.8,21.4
289.34,0.41,220717,"nothing","nothing","7/22/17 3:47",-84.389315,33.777115,64,"go","7/22/17 0:00",229.4466667,629.92,640.9266667,1445,660.3333333,784,383,1302,1136,23.8,21.4
289.34,0.5,220717,"nothing","nothing","7/22/17 3:47",-84.38931167,33.777115,65,"go","7/22/17 0:00",220.98,635,249.7666667,213.3333333,664.6666667,778,968,638,689,23.8,21.4
71.78,1.22,220717,"nothing","nothing","7/22/17 3:47",-84.38931,33.77711667,66,"go","7/22/17 0:00",211.6666667,639.2333333,327.66,784.6666667,678,NA,NA,NA,NA,NA,NA
73.94,1.25,220717,"nothing","nothing","7/22/17 3:47",-84.38930167,33.77711833,67,"go","7/22/17 0:00",212.725,640.08,466.725,2364,675.5,777,745,857,812,23.7,21.4
72.45,1.26,220717,"nothing","nothing","7/22/17 3:47",-84.38929833,33.77712333,68,"go","7/22/17 0:00",302.895,64.77,640.08,2357,508,784,454,1032,934,23.7,21.4
69.42,1.26,220717,"nothing","nothing","7/22/17 3:47",-84.389295,33.77712667,69,"go","7/22/17 0:00",50.8,72.39,641.35,1201.5,382,776,865,727,727,23.5,21.2
68.68,1.45,220717,"nothing","nothing","7/22/17 3:48",-84.38928333,33.77713167,70,"go","7/22/17 0:00",256.54,109.855,640.715,2364.75,147,778,300,1282,1042,23.5,21.2
68.09,1.66,220717,"nothing","nothing","7/22/17 3:48",-84.38928333,33.77714,71,"go","7/22/17 0:00",322.58,268.3933333,325.12,1418,376.6666667,777,947,659,720,23.5,21.2
68.95,1.65,220717,"nothing","nothing","7/22/17 3:48",-84.38927333,33.77714167,72,"go","7/22/17 0:00",322.58,89.535,255.905,587.25,181.5,779,702,905,848,23.6,21.3
76.07,1.59,220717,"nothing","nothing","7/22/17 3:48",-84.389275,33.777145,73,"go","7/22/17 0:00",322.58,241.3,454.66,1,465.3333333,NA,NA,NA,NA,NA,NA
90.95,1.61,220717,"nothing","nothing","7/22/17 3:48",-84.38927167,33.77714,74,"go","7/22/17 0:00",322.58,327.66,640.9266667,1,458.6666667,786,412,1064,944,23.6,21.3
89.15,1.3,220717,"nothing","nothing","7/22/17 3:48",-84.38927333,33.777145,75,"go","7/22/17 0:00",322.58,640.08,640.08,1612.333333,451,783,747,848,785,23.5,21.2
87.33,1.65,220717,"nothing","nothing","7/22/17 3:48",-84.38926333,33.77714667,76,"go","7/22/17 0:00",190.5,640.08,640.08,2037.25,198.75,784,329,1320,1100,23.5,21.2
87.91,2.12,220717,"nothing","nothing","7/22/17 3:48",-84.38925333,33.77714667,77,"go","7/22/17 0:00",322.58,58.42,334.4333333,571.3333333,66.33333333,781,949,679,723,23.5,21.2
88.5,2.46,220717,"nothing","nothing","7/22/17 3:48",-84.38923333,33.77714333,78,"go","7/22/17 0:00",184.15,37.465,264.795,18,51,783,746,866,838,23.4,21.1
86.8,2.67,220717,"nothing","nothing","7/22/17 3:48",-84.38922333,33.77714667,79,"go","7/22/17 0:01",132.08,42.33333333,320.04,87.33333333,63.66666667,NA,NA,NA,NA,NA,NA
79.84,3.13,220717,"nothing","nothing","7/22/17 3:48",-84.38921833,33.77715667,80,"go","7/22/17 0:01",322.58,60.11333333,361.5266667,1,295.6666667,784,544,864,734,23.3,21.1
81.33,1.83,220717,"nothing","nothing","7/22/17 3:48",-84.38920667,33.77716,81,"go","7/22/17 0:01",294.005,146.685,320.04,591,729.75,782,759,854,793,23.4,21.1
81.33,0.19,220717,"nothing","nothing","7/22/17 3:48",-84.3892,33.77716167,82,"go","7/22/17 0:01",240.4533333,259.9266667,358.9866667,1631.666667,722,787,393,1142,966,23.5,21.2
81.33,0.5,220717,"nothing","nothing","7/22/17 3:48",-84.389195,33.77715667,83,"go","7/22/17 0:01",46.355,136.525,320.04,43.5,544.25,781,988,619,683,23.5,21.2
81.33,0.47,220717,"nothing","nothing","7/22/17 3:48",-84.38919,33.77715333,84,"go","7/22/17 0:01",185.42,320.04,320.04,1,791,NA,NA,NA,NA,NA,NA
81.33,0.07,220717,"nothing","nothing","7/22/17 3:48",-84.38918667,33.77715333,85,"go","7/22/17 0:01",333.375,178.435,104.775,1,264,784,681,915,832,23.6,21.3
81.33,0.12,220717,"nothing","nothing","7/22/17 3:48",-84.38918667,33.77715167,86,"go","7/22/17 0:01",563.88,259.08,189.6533333,1546.666667,532.6666667,786,559,915,867,23.7,21.4
120.08,2.98,220717,"nothing","nothing","7/22/17 3:48",-84.38918667,33.77715167,87,"go","7/22/17 0:01",358.9866667,391.16,271.78,153,398.6666667,781,840,771,761,23.6,21.3
116,2.94,220717,"nothing","nothing","7/22/17 3:48",-84.38916833,33.77714333,88,"go","7/22/17 0:01",164.465,520.065,302.26,1408.75,274.75,787,311,1282,1071,23.6,21.3
169.1,1.24,220717,"nothing","nothing","7/22/17 3:48",-84.38916,33.77713833,89,"go","7/22/17 0:01",170.18,515.62,320.04,758.3333333,544,782,872,770,744,23.6,21.3
209.95,1.28,220717,"nothing","nothing","7/22/17 3:48",-84.38915833,33.77713167,90,"go","7/22/17 0:01",223.52,513.08,320.04,1894.333333,179,NA,NA,NA,NA,NA,NA
185.16,0.77,220717,"nothing","nothing","7/22/17 3:48",-84.38915667,33.77712833,91,"go","7/22/17 0:01",322.58,513.9266667,320.04,1882,1,783,703,913,869,23.7,21.4
222.35,0.76,220717,"nothing","nothing","7/22/17 3:48",-84.38915667,33.77712667,92,"go","7/22/17 0:01",299.72,516.255,320.04,1878.25,138.75,782,914,447,528,23.9,21.5
241.96,1.29,220717,"nothing","nothing","7/22/17 3:48",-84.38915667,33.777125,93,"go","7/22/17 0:01",299.72,518.16,481.33,1878.75,1,781,802,797,777,23.8,21.5
241.96,0.3,220717,"nothing","nothing","7/22/17 3:48",-84.389155,33.777125,94,"go","7/22/17 0:01",322.58,518.16,641.35,1880,1,785,447,1048,918,23.9,21.6
241.96,0.28,220717,"nothing","nothing","7/22/17 3:48",-84.38915167,33.77712667,95,"go","7/22/17 0:01",179.705,518.16,640.715,1457.75,2,781,894,739,759,23.8,21.5
75.78,1.05,220717,"nothing","nothing","7/22/17 3:48",-84.389145,33.77713,96,"go","7/22/17 0:01",238.76,515.62,511.3866667,1335.333333,179,NA,NA,NA,NA,NA,NA
76.54,2.71,220717,"nothing","nothing","7/22/17 3:48",-84.38913333,33.777125,97,"go","7/22/17 0:01",322.58,498.475,320.04,1157.75,527.75,782,679,948,861,23.8,21.5
77.86,5.26,220717,"nothing","nothing","7/22/17 3:48",-84.38910833,33.77711333,98,"go","7/22/17 0:01",269.875,492.125,320.04,1,530.25,784,501,972,900,23.7,21.4
79.65,5.08,220717,"nothing","nothing","7/22/17 3:48",-84.38908167,33.777105,99,"go","7/22/17 0:01",322.58,508.8466667,320.04,1,530.6666667,780,766,839,777,23.6,21.3
83.31,4.8,220717,"nothing","nothing","7/22/17 3:48",-84.38905667,33.77708,100,"go","7/22/17 0:01",322.58,510.54,320.04,1,529.3333333,784,372,1275,1103,23.6,21.3
87.61,3.71,220717,"nothing","nothing","7/22/17 3:48",-84.38903833,33.77706833,101,"go","7/22/17 0:01",322.58,508,320.04,1,529.3333333,779,1006,612,676,23.6,21.3
90.67,3.13,220717,"nothing","nothing","7/22/17 3:48",-84.38902667,33.77705667,102,"go","7/22/17 0:01",322.58,509.905,351.155,1,529.5,782,714,900,846,23.7,21.3
94.53,2.71,220717,"nothing","nothing","7/22/17 3:48",-84.38901667,33.77705,103,"go","7/22/17 0:01",322.58,510.54,320.04,1,533.25,787,398,1079,950,23.8,21.4
98.97,2.07,220717,"nothing","nothing","7/22/17 3:48",-84.38901333,33.77704333,104,"go","7/22/17 0:01",322.58,510.54,320.04,1,530.5,NA,NA,NA,NA,NA,NA
103.22,1.87,220717,"nothing","nothing","7/22/17 3:48",-84.38901667,33.77704,105,"go","7/22/17 0:01",322.58,508.635,400.05,1,532,782,816,808,793,23.8,21.4
107.01,1.26,220717,"nothing","nothing","7/22/17 3:48",-84.38902,33.77703833,106,"go","7/22/17 0:01",322.58,508,640.08,1,531,783,538,1126,1040,23.8,21.4
107.01,0.47,220717,"nothing","nothing","7/22/17 3:48",-84.38902167,33.77704,107,"go","7/22/17 0:01",322.58,509.27,641.35,1,530.75,781,1061,397,577,23.7,21.3
107.01,0.31,220717,"nothing","nothing","7/22/17 3:48",-84.38902333,33.77703833,108,"go","7/22/17 0:01",322.58,510.54,640.715,1,533.25,782,796,794,761,23.7,21.3
266.68,2.44,220717,"nothing","nothing","7/22/17 3:48",-84.38903167,33.77703833,109,"go","7/22/17 0:01",322.58,509.27,640.08,1,532,NA,NA,NA,NA,NA,NA
268.48,4.91,220717,"nothing","nothing","7/22/17 3:48",-84.38904833,33.77704,110,"go","7/22/17 0:01",322.58,509.905,640.08,1,531,786,455,1040,946,23.5,21.2
269.2,5.13,220717,"nothing","nothing","7/22/17 3:48",-84.38907167,33.77704333,111,"go","7/22/17 0:01",322.58,509.6933333,640.08,1,529.3333333,781,794,820,761,23.6,21.2
270.09,4.22,220717,"nothing","nothing","7/22/17 3:48",-84.38909667,33.77704667,112,"go","7/22/17 0:01",322.58,510.54,640.08,1,527,784,703,873,843,23.6,21.2
271.7,2.91,220717,"nothing","nothing","7/22/17 3:48",-84.38911333,33.77705167,113,"go","7/22/17 0:01",322.58,508,640.715,1,529.5,782,962,575,648,23.6,21.2
333.2,1.2,220717,"nothing","nothing","7/22/17 3:48",-84.38912,33.777055,114,"go","7/22/17 0:01",322.58,508,640.08,1,528,782,810,777,795,23.6,21.2
61.48,3.59,220717,"nothing","nothing","7/22/17 3:48",-84.38911,33.777065,115,"go","7/22/17 0:01",322.58,506.3066667,640.08,1,528,NA,NA,NA,NA,NA,NA
64.74,4.32,220717,"nothing","nothing","7/22/17 3:48",-84.38909167,33.777075,116,"go","7/22/17 0:01",322.58,508.635,640.08,1,534.5,786,388,1096,940,23.6,21.2
65.25,4.14,220717,"nothing","nothing","7/22/17 3:48",-84.389075,33.77708333,117,"go","7/22/17 0:01",322.58,514.7733333,640.08,1,542.3333333,782,849,782,781,23.8,21.3
66.35,3.08,220717,"nothing","nothing","7/22/17 3:48",-84.389055,33.77707333,118,"go","7/22/17 0:01",322.58,495.3,640.715,1,534.25,781,571,1089,1044,23.8,21.3
80.44,0.87,220717,"nothing","nothing","7/22/17 3:48",-84.38905333,33.777075,119,"go","7/22/17 0:01",322.58,521.97,641.35,1,487,781,1021,558,660,23.8,21.3
80.44,0.56,220717,"nothing","nothing","7/22/17 3:48",-84.38905833,33.77707667,120,"go","7/22/17 0:01",288.925,535.305,640.715,1,545.75,782,787,808,793,23.7,21.2
80.44,0.52,220717,"nothing","nothing","7/22/17 3:48",-84.38905167,33.77708167,121,"go","7/22/17 0:01",80.43333333,536.7866667,641.7733333,877.3333333,504.6666667,NA,NA,NA,NA,NA,NA
109.07,1.12,220717,"nothing","nothing","7/22/17 3:48",-84.389045,33.77708,122,"go","7/22/17 0:01",70.485,547.37,642.62,85.75,533,783,546,917,856,23.7,21.2
109.11,2.72,220717,"nothing","nothing","7/22/17 3:48",-84.38903833,33.77708333,123,"go","7/22/17 0:01",77.04666667,514.7733333,642.62,88.66666667,385.6666667,781,819,829,810,23.7,21.2
13.59,1.05,220717,"nothing","nothing","7/22/17 3:48",-84.38903,33.777085,124,"go","7/22/17 0:01",77.04666667,566.42,640.9266667,99.33333333,600.3333333,785,386,1254,1065,23.6,21.1
306.78,2.86,220717,"nothing","nothing","7/22/17 3:48",-84.38903667,33.77709667,125,"go","7/22/17 0:01",119.38,572.3466667,640.9266667,79.33333333,603.3333333,780,1026,478,645,23.6,21.1
306.03,2.52,220717,"nothing","nothing","7/22/17 3:48",-84.38903333,33.77709833,126,"go","7/22/17 0:01",104.775,584.835,642.62,136.5,765.5,781,777,785,795,23.4,21
301.9,0.95,220717,"nothing","nothing","7/22/17 3:48",-84.38904,33.777105,127,"go","7/22/17 0:01",172.72,609.6,642.62,124,674.6666667,NA,NA,NA,NA,NA,NA
8.46,0.63,220717,"nothing","nothing","7/22/17 3:48",-84.389035,33.77711333,128,"go","7/22/17 0:01",149.225,640.715,642.62,115.75,739.75,785,520,946,869,23.4,21
8.46,0.6,220717,"nothing","nothing","7/22/17 3:48",-84.38903333,33.77711667,129,"go","7/22/17 0:01",86.36,642.62,642.62,100.6666667,1309.333333,781,771,869,845,23.4,21
8.46,0.53,220717,"nothing","nothing","7/22/17 3:49",-84.38902667,33.77711667,130,"go","7/22/17 0:01",73.66,591.82,640.9266667,87.66666667,450.6666667,786,357,1283,1079,23.4,21
116.41,1.82,220717,"nothing","nothing","7/22/17 3:49",-84.38903667,33.77712333,131,"go","7/22/17 0:01",53.975,525.145,642.62,73.5,255.75,782,1041,485,624,23.4,21
117.77,1.79,220717,"nothing","nothing","7/22/17 3:49",-84.389045,33.77712833,132,"go","7/22/17 0:01",51.64666667,342.0533333,642.62,67,497,780,872,731,767,23.3,20.9
120.39,1.31,220717,"nothing","nothing","7/22/17 3:49",-84.38904167,33.77712833,133,"go","7/22/17 0:01",36.195,76.2,641.35,658.25,392,787,397,1071,957,23.3,20.9
119.54,1.75,220717,"nothing","nothing","7/22/17 3:49",-84.38903833,33.77712833,134,"go","7/22/17 0:01",322.58,45.72,417.83,1,62.5,NA,NA,NA,NA,NA,NA
114.04,2.45,220717,"nothing","nothing","7/22/17 3:49",-84.38904,33.777135,135,"go","7/22/17 0:01",322.58,120.65,137.795,1243.5,262.75,783,794,801,769,23.3,20.9
98.85,0.59,220717,"nothing","nothing","7/22/17 3:49",-84.38904333,33.77712833,136,"go","7/22/17 0:01",321.7333333,320.04,165.9466667,1698.666667,1,784,565,1094,1036,23.3,20.9
141.53,0.59,220717,"nothing","nothing","7/22/17 3:49",-84.389045,33.77712667,137,"go","7/22/17 0:01",62.23,152.4,165.735,1,1,784,978,509,632,23.3,21
165.98,0.63,220717,"nothing","nothing","7/22/17 3:49",-84.38904667,33.77712,138,"go","7/22/17 0:01",81.28,320.04,285.3266667,1,1,786,704,869,801,23.3,21
165.77,1.01,220717,"nothing","nothing","7/22/17 3:49",-84.38905167,33.77711333,139,"go","7/22/17 0:02",82.97333333,320.04,320.04,1,1,NA,NA,NA,NA,NA,NA
166.81,0.95,220717,"nothing","nothing","7/22/17 3:49",-84.38904333,33.77710333,140,"go","7/22/17 0:02",85.725,320.04,527.685,1,1268.5,790,355,1152,989,23.3,21
167.47,0.91,220717,"nothing","nothing","7/22/17 3:49",-84.38901833,33.777085,141,"go","7/22/17 0:02",275.1666667,320.04,237.9133333,1,1,784,834,800,782,23.2,20.9
197.2,0.65,220717,"nothing","nothing","7/22/17 3:49",-84.38898333,33.77706333,142,"go","7/22/17 0:02",187.325,320.04,320.04,724.25,826.5,785,708,869,900,23,20.8
197.2,0.47,220717,"nothing","nothing","7/22/17 3:49",-84.38898,33.77706,143,"go","7/22/17 0:02",160.02,320.04,320.04,362,697.6666667,782,1033,407,577,23,20.8
197.2,0.52,220717,"nothing","nothing","7/22/17 3:49",-84.38897333,33.77705667,144,"go","7/22/17 0:02",281.0933333,320.04,320.04,534,2034.666667,782,782,814,779,23,20.8
205.38,0.58,220717,"nothing","Tree","7/22/17 3:49",-84.38897333,33.77705667,145,"go","7/22/17 0:02",337.82,320.04,355.6,944,2056.333333,NA,NA,NA,NA,NA,NA
297.67,0.65,220717,"nothing","nothing","7/22/17 3:49",-84.38898,33.77706167,146,"go","7/22/17 0:02",231.9866667,320.04,640.08,1200.666667,681,789,394,1123,986,23,20.8
298.94,0.72,220717,"nothing","nothing","7/22/17 3:49",-84.38898667,33.77706833,147,"go","7/22/17 0:02",162.56,320.04,640.08,1211.5,1080.75,782,795,802,756,23,20.8
298.05,0.71,220717,"nothing","nothing","7/22/17 3:49",-84.38899333,33.77707,148,"go","7/22/17 0:02",162.56,320.04,640.9266667,1217,2142.666667,781,552,1091,1010,23,20.8
296.7,0.73,220717,"nothing","nothing","7/22/17 3:49",-84.38899833,33.77707167,149,"go","7/22/17 0:02",153.2466667,320.04,641.7733333,856,1048,779,1036,544,629,23,20.8
