"results.sensor","date","time","USLeft","USRight","USRear","LidarLeft","LidarRight","O3","SO","NO","CO","P10","P25","id","lon","lat","video_time","way","speed","seq","dist"
"proximity",220717,2017-07-22 03:49:44,640.08,358.14,640.08,1215,1,769,816,767,786,23.4,21.1,842,-84.3898716666667,33.77702,2017-07-22 00:02:35,"go",13.18,"2017-07-22 00:02:35_842",91.1968888387122
"proximity",220717,2017-07-22 03:49:44,640.08,350.52,640.08,1928,1,NA,NA,NA,NA,NA,NA,843,-84.3898716666667,33.77702,2017-07-22 00:02:35,"go",13.18,"2017-07-22 00:02:35_843",93.2275950304578
"proximity",220717,2017-07-22 03:49:44,640.08,640.08,640.08,1,1172,NA,NA,NA,NA,NA,NA,844,-84.3898716666667,33.77702,2017-07-22 00:02:35,"go",13.18,"2017-07-22 00:02:35_844",95.2583012222034
"proximity",220717,2017-07-22 03:49:45,640.08,642.62,642.62,1,1150,NA,NA,NA,NA,NA,NA,845,-84.3899283333333,33.7769916666667,2017-07-22 00:02:36,"go",12.29,"2017-07-22 00:02:36_845",97.289007413949
"proximity",220717,2017-07-22 03:49:45,640.08,640.08,640.08,1,1,1272,264,1021,792,23.4,21.1,846,-84.3899283333333,33.7769916666667,2017-07-22 00:02:36,"go",12.29,"2017-07-22 00:02:36_846",99.1825870115631
"proximity",220717,2017-07-22 03:49:45,640.08,642.62,640.08,1931,1117,NA,NA,NA,NA,NA,NA,847,-84.3899283333333,33.7769916666667,2017-07-22 00:02:36,"go",12.29,"2017-07-22 00:02:36_847",101.076166609177
"proximity",220717,2017-07-22 03:49:46,640.08,642.62,640.08,1,1098,NA,NA,NA,NA,NA,NA,848,-84.38999,33.7769683333333,2017-07-22 00:02:37,"go",12.22,"2017-07-22 00:02:37_848",102.969746206791
"proximity",220717,2017-07-22 03:49:46,640.08,645.16,642.62,1,387,NA,NA,NA,NA,NA,NA,849,-84.38999,33.7769683333333,2017-07-22 00:02:37,"go",12.22,"2017-07-22 00:02:37_849",104.852540566665
"proximity",220717,2017-07-22 03:49:46,642.62,645.16,640.08,1,374,703,933,746,786,23.5,21.2,850,-84.38999,33.7769683333333,2017-07-22 00:02:37,"go",12.22,"2017-07-22 00:02:37_850",106.735334926538
"proximity",220717,2017-07-22 03:49:47,640.08,642.62,640.08,1,1302,NA,NA,NA,NA,NA,NA,851,-84.390035,33.7769616666667,2017-07-22 00:02:38,"go",11.05,"2017-07-22 00:02:38_851",108.618129286411
"proximity",220717,2017-07-22 03:49:47,640.08,642.62,640.08,1,1251,NA,NA,NA,NA,NA,NA,852,-84.390035,33.7769616666667,2017-07-22 00:02:38,"go",11.05,"2017-07-22 00:02:38_852",110.320656101191
"proximity",220717,2017-07-22 03:49:47,640.08,170.18,640.08,1,1129,NA,NA,NA,NA,NA,NA,853,-84.390035,33.7769616666667,2017-07-22 00:02:38,"go",11.05,"2017-07-22 00:02:38_853",112.02318291597
"proximity",220717,2017-07-22 03:49:47,640.08,322.58,642.62,1,559,896,726,858,786,23.5,21.2,854,-84.390035,33.7769616666667,2017-07-22 00:02:38,"go",11.05,"2017-07-22 00:02:38_854",113.725709730749
"proximity",220717,2017-07-22 03:49:48,640.08,322.58,640.08,1,1955,NA,NA,NA,NA,NA,NA,855,-84.3900916666667,33.776965,2017-07-22 00:02:39,"go",10.81,"2017-07-22 00:02:39_855",115.428236545528
"proximity",220717,2017-07-22 03:49:48,640.08,322.58,642.62,1,2208,NA,NA,NA,NA,NA,NA,856,-84.3900916666667,33.776965,2017-07-22 00:02:39,"go",10.81,"2017-07-22 00:02:39_856",117.093785402339
"proximity",220717,2017-07-22 03:49:48,640.08,322.58,640.08,1,2005,NA,NA,NA,NA,NA,NA,857,-84.3900916666667,33.776965,2017-07-22 00:02:39,"go",10.81,"2017-07-22 00:02:39_857",118.75933425915
"proximity",220717,2017-07-22 03:49:48,640.08,322.58,640.08,1,2033,1009,464,889,791,23.4,21.2,858,-84.3900916666667,33.776965,2017-07-22 00:02:39,"go",10.81,"2017-07-22 00:02:39_858",120.424883115961
"proximity",220717,2017-07-22 03:49:49,640.08,322.58,640.08,1,1451,NA,NA,NA,NA,NA,NA,859,-84.3901416666667,33.7770216666667,2017-07-22 00:02:40,"go",11.11,"2017-07-22 00:02:40_859",122.090431972772
"proximity",220717,2017-07-22 03:49:49,640.08,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA,860,-84.3901416666667,33.7770216666667,2017-07-22 00:02:40,"go",11.11,"2017-07-22 00:02:40_860",123.802203277044
"proximity",220717,2017-07-22 03:49:50,640.08,322.58,640.08,3323,437,NA,NA,NA,NA,NA,NA,861,-84.3902016666667,33.77705,2017-07-22 00:02:41,"go",11.66,"2017-07-22 00:02:41_861",125.513974581315
"proximity",220717,2017-07-22 03:49:50,640.08,322.58,640.08,1,1,799,797,775,785,23.5,21.3,862,-84.3902016666667,33.77705,2017-07-22 00:02:41,"go",11.66,"2017-07-22 00:02:41_862",127.310487039263
"proximity",220717,2017-07-22 03:49:50,640.08,322.58,640.08,2156,1,NA,NA,NA,NA,NA,NA,863,-84.3902016666667,33.77705,2017-07-22 00:02:41,"go",11.66,"2017-07-22 00:02:41_863",129.106999497211
"proximity",220717,2017-07-22 03:49:51,645.16,322.58,637.54,1,1184,NA,NA,NA,NA,NA,NA,864,-84.390265,33.7770633333333,2017-07-22 00:02:42,"go",12.27,"2017-07-22 00:02:42_864",130.903511955158
"proximity",220717,2017-07-22 03:49:51,640.08,640.08,640.08,1,1014,NA,NA,NA,NA,NA,NA,865,-84.390265,33.7770633333333,2017-07-22 00:02:42,"go",12.27,"2017-07-22 00:02:42_865",132.794010056275
"proximity",220717,2017-07-22 03:49:51,642.62,248.92,642.62,1,1110,1194,356,1006,790,23.5,21.3,866,-84.390265,33.7770633333333,2017-07-22 00:02:42,"go",12.27,"2017-07-22 00:02:42_866",134.684508157392
"proximity",220717,2017-07-22 03:49:51,640.08,322.58,640.08,1,1509,NA,NA,NA,NA,NA,NA,867,-84.390265,33.7770633333333,2017-07-22 00:02:42,"go",12.27,"2017-07-22 00:02:42_867",136.575006258509
"proximity",220717,2017-07-22 03:49:52,640.08,170.18,640.08,2106,2526,NA,NA,NA,NA,NA,NA,868,-84.3903366666667,33.777075,2017-07-22 00:02:43,"go",11.52,"2017-07-22 00:02:43_868",138.465504359625
"proximity",220717,2017-07-22 03:49:52,640.08,165.1,640.08,2124,2502,NA,NA,NA,NA,NA,NA,869,-84.3903366666667,33.777075,2017-07-22 00:02:43,"go",11.52,"2017-07-22 00:02:43_869",140.240446342092
"proximity",220717,2017-07-22 03:49:52,640.08,165.1,640.08,1,2483,777,853,774,786,23.7,21.4,870,-84.3903366666667,33.777075,2017-07-22 00:02:43,"go",11.52,"2017-07-22 00:02:43_870",142.015388324559
"proximity",220717,2017-07-22 03:49:53,640.08,322.58,640.08,2163,2843,NA,NA,NA,NA,NA,NA,871,-84.3904016666667,33.77708,2017-07-22 00:02:44,"go",11.26,"2017-07-22 00:02:44_871",143.790330307025
"proximity",220717,2017-07-22 03:49:53,640.08,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA,872,-84.3904016666667,33.77708,2017-07-22 00:02:44,"go",11.26,"2017-07-22 00:02:44_872",145.525212835026
"proximity",220717,2017-07-22 03:49:53,640.08,322.58,640.08,2108,1,NA,NA,NA,NA,NA,NA,873,-84.3904016666667,33.77708,2017-07-22 00:02:44,"go",11.26,"2017-07-22 00:02:44_873",147.260095363028
"proximity",220717,2017-07-22 03:49:53,640.08,160.02,640.08,2099,1104,918,669,837,785,23.7,21.4,874,-84.3904016666667,33.77708,2017-07-22 00:02:44,"go",11.26,"2017-07-22 00:02:44_874",148.994977891029
"proximity",220717,2017-07-22 03:49:54,640.08,322.58,640.08,2115,352,NA,NA,NA,NA,NA,NA,875,-84.39046,33.777085,2017-07-22 00:02:45,"go",10.79,"2017-07-22 00:02:45_875",150.72986041903
"proximity",220717,2017-07-22 03:49:54,640.08,320.04,640.08,1,2507,NA,NA,NA,NA,NA,NA,876,-84.39046,33.777085,2017-07-22 00:02:45,"go",10.79,"2017-07-22 00:02:45_876",152.392327779344
"proximity",220717,2017-07-22 03:49:54,640.08,322.58,640.08,2193,2649,NA,NA,NA,NA,NA,NA,877,-84.39046,33.777085,2017-07-22 00:02:45,"go",10.79,"2017-07-22 00:02:45_877",154.054795139657
"proximity",220717,2017-07-22 03:49:55,640.08,322.58,640.08,2232,1,783,614,689,790,23.8,21.5,878,-84.3905183333333,33.777085,2017-07-22 00:02:46,"go",10.85,"2017-07-22 00:02:46_878",155.717262499971
"proximity",220717,2017-07-22 03:49:55,640.08,322.58,640.08,1,2669,NA,NA,NA,NA,NA,NA,879,-84.3905183333333,33.777085,2017-07-22 00:02:46,"go",10.85,"2017-07-22 00:02:46_879",157.388974349777
"proximity",220717,2017-07-22 03:49:55,640.08,322.58,640.08,2704,2518,NA,NA,NA,NA,NA,NA,880,-84.3905183333333,33.777085,2017-07-22 00:02:46,"go",10.85,"2017-07-22 00:02:46_880",159.060686199583
"proximity",220717,2017-07-22 03:49:55,640.08,322.58,640.08,2219,1,NA,NA,NA,NA,NA,NA,881,-84.3905183333333,33.777085,2017-07-22 00:02:46,"go",10.85,"2017-07-22 00:02:46_881",160.732398049388
"proximity",220717,2017-07-22 03:49:56,640.08,154.94,640.08,1,1,826,784,790,785,23.8,21.5,882,-84.3905766666667,33.7770866666667,2017-07-22 00:02:47,"go",10.81,"2017-07-22 00:02:47_882",162.404109899194
"proximity",220717,2017-07-22 03:49:56,640.08,215.9,640.08,2185,2487,NA,NA,NA,NA,NA,NA,883,-84.3905766666667,33.7770866666667,2017-07-22 00:02:47,"go",10.81,"2017-07-22 00:02:47_883",164.069658756005
"proximity",220717,2017-07-22 03:49:56,640.08,320.04,640.08,1,1,NA,NA,NA,NA,NA,NA,884,-84.3905766666667,33.7770866666667,2017-07-22 00:02:47,"go",10.81,"2017-07-22 00:02:47_884",165.735207612816
"proximity",220717,2017-07-22 03:49:57,640.08,322.58,640.08,2100,1,NA,NA,NA,NA,NA,NA,885,-84.3906316666667,33.7770883333333,2017-07-22 00:02:48,"go",10.84,"2017-07-22 00:02:48_885",167.400756469627
"proximity",220717,2017-07-22 03:49:57,640.08,322.58,640.08,2123,1651,1307,314,1077,788,23.8,21.5,886,-84.3906316666667,33.7770883333333,2017-07-22 00:02:48,"go",10.84,"2017-07-22 00:02:48_886",169.070927571184
"proximity",220717,2017-07-22 03:49:57,640.08,490.22,642.62,2210,1572,NA,NA,NA,NA,NA,NA,887,-84.3906316666667,33.7770883333333,2017-07-22 00:02:48,"go",10.84,"2017-07-22 00:02:48_887",170.741098672742
"proximity",220717,2017-07-22 03:49:57,640.08,640.08,640.08,2105,1,NA,NA,NA,NA,NA,NA,888,-84.3906316666667,33.7770883333333,2017-07-22 00:02:48,"go",10.84,"2017-07-22 00:02:48_888",172.411269774299
"proximity",220717,2017-07-22 03:49:58,640.08,642.62,640.08,1,2516,NA,NA,NA,NA,NA,NA,889,-84.3906866666667,33.7770916666667,2017-07-22 00:02:49,"go",10.86,"2017-07-22 00:02:49_889",174.081440875856
"proximity",220717,2017-07-22 03:49:58,640.08,157.48,640.08,1,2521,611,943,678,783,23.8,21.5,890,-84.3906866666667,33.7770916666667,2017-07-22 00:02:49,"go",10.86,"2017-07-22 00:02:49_890",175.75469347391
"proximity",220717,2017-07-22 03:49:58,640.08,157.48,640.08,2126,223,NA,NA,NA,NA,NA,NA,891,-84.3906866666667,33.7770916666667,2017-07-22 00:02:49,"go",10.86,"2017-07-22 00:02:49_891",177.427946071965
"proximity",220717,2017-07-22 03:49:58,640.08,215.9,640.08,2243,1,NA,NA,NA,NA,NA,NA,892,-84.3906866666667,33.7770916666667,2017-07-22 00:02:49,"go",10.86,"2017-07-22 00:02:49_892",179.101198670019
"proximity",220717,2017-07-22 03:49:59,640.08,594.36,640.08,1,1,NA,NA,NA,NA,NA,NA,893,-84.39074,33.7770933333333,2017-07-22 00:02:50,"go",10.81,"2017-07-22 00:02:50_893",180.774451268073
"proximity",220717,2017-07-22 03:49:59,640.08,154.94,640.08,2237,1,858,751,824,782,23.8,21.5,894,-84.39074,33.7770933333333,2017-07-22 00:02:50,"go",10.81,"2017-07-22 00:02:50_894",182.440000124885
"proximity",220717,2017-07-22 03:50:00,640.08,322.58,640.08,1,2656,NA,NA,NA,NA,NA,NA,895,-84.390795,33.7771,2017-07-22 00:02:51,"go",10.17,"2017-07-22 00:02:51_895",184.105548981696
"proximity",220717,2017-07-22 03:50:00,640.08,152.4,640.08,2095,2632,NA,NA,NA,NA,NA,NA,896,-84.390795,33.7771,2017-07-22 00:02:51,"go",10.17,"2017-07-22 00:02:51_896",185.672489950592
"proximity",220717,2017-07-22 03:50:00,640.08,322.58,640.08,1,2621,NA,NA,NA,NA,NA,NA,897,-84.390795,33.7771,2017-07-22 00:02:51,"go",10.17,"2017-07-22 00:02:51_897",187.239430919488
"proximity",220717,2017-07-22 03:50:01,640.08,322.58,640.08,1,2619,1122,363,960,790,23.9,21.6,898,-84.3908416666667,33.77709,2017-07-22 00:02:52,"go",10.1,"2017-07-22 00:02:52_898",188.806371888384
"proximity",220717,2017-07-22 03:50:01,640.08,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA,899,-84.3908416666667,33.77709,2017-07-22 00:02:52,"go",10.1,"2017-07-22 00:02:52_899",190.36252761954
"proximity",220717,2017-07-22 03:50:01,640.08,213.36,640.08,1,2479,NA,NA,NA,NA,NA,NA,900,-84.3908416666667,33.77709,2017-07-22 00:02:52,"go",10.1,"2017-07-22 00:02:52_900",191.918683350696
"proximity",220717,2017-07-22 03:50:02,640.08,505.46,640.08,2103,1,NA,NA,NA,NA,NA,NA,901,-84.390895,33.7770866666667,2017-07-22 00:02:53,"go",10.34,"2017-07-22 00:02:53_901",193.474839081851
"proximity",220717,2017-07-22 03:50:02,640.08,162.56,640.08,2122,1417,820,793,780,783,23.8,21.5,902,-84.390895,33.7770866666667,2017-07-22 00:02:53,"go",10.34,"2017-07-22 00:02:53_902",195.067972770975
"proximity",220717,2017-07-22 03:50:02,640.08,170.18,640.08,2142,1,NA,NA,NA,NA,NA,NA,903,-84.390895,33.7770866666667,2017-07-22 00:02:53,"go",10.34,"2017-07-22 00:02:53_903",196.661106460098
"proximity",220717,2017-07-22 03:50:03,640.08,322.58,640.08,1,2525,NA,NA,NA,NA,NA,NA,904,-84.3909516666667,33.7770816666667,2017-07-22 00:02:54,"go",11.86,"2017-07-22 00:02:54_904",198.254240149222
"proximity",220717,2017-07-22 03:50:03,640.08,175.26,640.08,2001,1,NA,NA,NA,NA,NA,NA,905,-84.3909516666667,33.7770816666667,2017-07-22 00:02:54,"go",11.86,"2017-07-22 00:02:54_905",200.081567572143
"proximity",220717,2017-07-22 03:50:03,640.08,175.26,640.08,1,2670,1412,248,1130,788,23.8,21.5,906,-84.3909516666667,33.7770816666667,2017-07-22 00:02:54,"go",11.86,"2017-07-22 00:02:54_906",201.908894995065
"proximity",220717,2017-07-22 03:50:03,640.08,177.8,640.08,1,2675,NA,NA,NA,NA,NA,NA,907,-84.3909516666667,33.7770816666667,2017-07-22 00:02:54,"go",11.86,"2017-07-22 00:02:54_907",203.736222417986
"proximity",220717,2017-07-22 03:50:04,640.08,182.88,640.08,1,2593,NA,NA,NA,NA,NA,NA,908,-84.39101,33.7770866666667,2017-07-22 00:02:55,"go",12.27,"2017-07-22 00:02:55_908",205.563549840907
"proximity",220717,2017-07-22 03:50:04,640.08,193.04,640.08,2060,1,NA,NA,NA,NA,NA,NA,909,-84.39101,33.7770866666667,2017-07-22 00:02:55,"go",12.27,"2017-07-22 00:02:55_909",207.454047942024
"proximity",220717,2017-07-22 03:50:04,640.08,322.58,640.08,2186,1913,804,832,774,783,23.8,21.5,910,-84.39101,33.7770866666667,2017-07-22 00:02:55,"go",12.27,"2017-07-22 00:02:55_910",209.344546043141
"proximity",220717,2017-07-22 03:50:05,640.08,215.9,640.08,1,1052,NA,NA,NA,NA,NA,NA,911,-84.391065,33.7771016666667,2017-07-22 00:02:56,"go",12.34,"2017-07-22 00:02:56_911",211.235044144258
"proximity",220717,2017-07-22 03:50:05,640.08,322.58,642.62,1,1008,NA,NA,NA,NA,NA,NA,912,-84.391065,33.7771016666667,2017-07-22 00:02:56,"go",12.34,"2017-07-22 00:02:56_912",213.136327483115
"proximity",220717,2017-07-22 03:50:05,640.08,238.76,642.62,1960,996,NA,NA,NA,NA,NA,NA,913,-84.391065,33.7771016666667,2017-07-22 00:02:56,"go",12.34,"2017-07-22 00:02:56_913",215.037610821972
"proximity",220717,2017-07-22 03:50:06,640.08,241.3,640.08,1,1008,923,706,868,783,23.8,21.5,914,-84.3911333333333,33.7771083333333,2017-07-22 00:02:57,"go",11.67,"2017-07-22 00:02:57_914",216.93889416083
"proximity",220717,2017-07-22 03:50:06,640.08,241.3,640.08,1,1068,NA,NA,NA,NA,NA,NA,915,-84.3911333333333,33.7771083333333,2017-07-22 00:02:57,"go",11.67,"2017-07-22 00:02:57_915",218.736947367026
"proximity",220717,2017-07-22 03:50:06,640.08,248.92,642.62,1696,530,NA,NA,NA,NA,NA,NA,916,-84.3911333333333,33.7771083333333,2017-07-22 00:02:57,"go",11.67,"2017-07-22 00:02:57_916",220.535000573223
"proximity",220717,2017-07-22 03:50:07,640.08,254,640.08,1,523,NA,NA,NA,NA,NA,NA,917,-84.3912033333333,33.77711,2017-07-22 00:02:58,"go",11.24,"2017-07-22 00:02:58_917",222.33305377942
"proximity",220717,2017-07-22 03:50:07,642.62,256.54,642.62,1656,503,521,843,561,786,23.9,21.5,918,-84.3912033333333,33.77711,2017-07-22 00:02:58,"go",11.24,"2017-07-22 00:02:58_918",224.064854810924
"proximity",220717,2017-07-22 03:50:07,640.08,254,640.08,1556,1956,NA,NA,NA,NA,NA,NA,919,-84.3912033333333,33.77711,2017-07-22 00:02:58,"go",11.24,"2017-07-22 00:02:58_919",225.796655842427
"proximity",220717,2017-07-22 03:50:08,640.08,261.62,642.62,1599,534,NA,NA,NA,NA,NA,NA,920,-84.3912733333333,33.7771,2017-07-22 00:02:59,"go",11.28,"2017-07-22 00:02:59_920",227.528456873931
"proximity",220717,2017-07-22 03:50:08,640.08,274.32,640.08,1578,694,NA,NA,NA,NA,NA,NA,921,-84.3912733333333,33.7771,2017-07-22 00:02:59,"go",11.28,"2017-07-22 00:02:59_921",229.26642089843
"proximity",220717,2017-07-22 03:50:08,640.08,284.48,642.62,1,575,813,782,801,782,23.9,21.5,922,-84.3912733333333,33.7771,2017-07-22 00:02:59,"go",11.28,"2017-07-22 00:02:59_922",231.004384922928
"proximity",220717,2017-07-22 03:50:08,640.08,492.76,640.08,1,560,NA,NA,NA,NA,NA,NA,923,-84.3912733333333,33.7771,2017-07-22 00:02:59,"go",11.28,"2017-07-22 00:02:59_923",232.742348947427
"proximity",220717,2017-07-22 03:50:09,640.08,302.26,640.08,1,583,NA,NA,NA,NA,NA,NA,924,-84.3913466666667,33.7770933333333,2017-07-22 00:03:00,"go",11.26,"2017-07-22 00:03:00_924",234.480312971925
"proximity",220717,2017-07-22 03:50:09,640.08,309.88,640.08,1,790,NA,NA,NA,NA,NA,NA,925,-84.3913466666667,33.7770933333333,2017-07-22 00:03:00,"go",11.26,"2017-07-22 00:03:00_925",236.215195499926
"proximity",220717,2017-07-22 03:50:09,642.62,312.42,642.62,1952,762,1127,413,960,787,24,21.6,926,-84.3913466666667,33.7770933333333,2017-07-22 00:03:00,"go",11.26,"2017-07-22 00:03:00_926",237.950078027928
"proximity",220717,2017-07-22 03:50:10,640.08,317.5,640.08,1,742,NA,NA,NA,NA,NA,NA,927,-84.3914133333333,33.7770833333333,2017-07-22 00:03:01,"go",11.08,"2017-07-22 00:03:01_927",239.684960555929
"proximity",220717,2017-07-22 03:50:10,640.08,317.5,640.08,2859,633,NA,NA,NA,NA,NA,NA,928,-84.3914133333333,33.7770833333333,2017-07-22 00:03:01,"go",11.08,"2017-07-22 00:03:01_928",241.392109615454
"proximity",220717,2017-07-22 03:50:10,642.62,320.04,642.62,2864,714,NA,NA,NA,NA,NA,NA,929,-84.3914133333333,33.7770833333333,2017-07-22 00:03:01,"go",11.08,"2017-07-22 00:03:01_929",243.099258674979
"proximity",220717,2017-07-22 03:50:11,642.62,314.96,642.62,2897,696,696,918,720,781,24,21.6,930,-84.39148,33.7770733333333,2017-07-22 00:03:02,"go",11.52,"2017-07-22 00:03:02_930",244.806407734504
"proximity",220717,2017-07-22 03:50:11,640.08,314.96,642.62,1820,547,NA,NA,NA,NA,NA,NA,931,-84.39148,33.7770733333333,2017-07-22 00:03:02,"go",11.52,"2017-07-22 00:03:02_931",246.581349716971
"proximity",220717,2017-07-22 03:50:11,640.08,538.48,640.08,1814,658,NA,NA,NA,NA,NA,NA,932,-84.39148,33.7770733333333,2017-07-22 00:03:02,"go",11.52,"2017-07-22 00:03:02_932",248.356291699437
"proximity",220717,2017-07-22 03:50:11,640.08,309.88,640.08,1757,634,NA,NA,NA,NA,NA,NA,933,-84.39148,33.7770733333333,2017-07-22 00:03:02,"go",11.52,"2017-07-22 00:03:02_933",250.131233681904
"proximity",220717,2017-07-22 03:50:12,640.08,462.28,640.08,1752,516,892,734,869,783,24,21.6,934,-84.391545,33.7770666666667,2017-07-22 00:03:03,"go",10.91,"2017-07-22 00:03:03_934",251.906175664371
"proximity",220717,2017-07-22 03:50:12,640.08,424.18,640.08,1,531,NA,NA,NA,NA,NA,NA,935,-84.391545,33.7770666666667,2017-07-22 00:03:03,"go",10.91,"2017-07-22 00:03:03_935",253.587132003668
"proximity",220717,2017-07-22 03:50:12,640.08,370.84,642.62,1679,507,NA,NA,NA,NA,NA,NA,936,-84.391545,33.7770666666667,2017-07-22 00:03:03,"go",10.91,"2017-07-22 00:03:03_936",255.268088342966
"proximity",220717,2017-07-22 03:50:13,640.08,299.72,642.62,1708,536,NA,NA,NA,NA,NA,NA,937,-84.391605,33.7770666666667,2017-07-22 00:03:04,"go",9.31,"2017-07-22 00:03:04_937",256.949044682264
"proximity",220717,2017-07-22 03:50:13,642.62,281.94,642.62,1,533,928,513,803,788,24.1,21.7,938,-84.391605,33.7770666666667,2017-07-22 00:03:04,"go",9.31,"2017-07-22 00:03:04_938",258.383481301775
"proximity",220717,2017-07-22 03:50:13,640.08,281.94,640.08,1649,484,NA,NA,NA,NA,NA,NA,939,-84.391605,33.7770666666667,2017-07-22 00:03:04,"go",9.31,"2017-07-22 00:03:04_939",259.817917921285
"proximity",220717,2017-07-22 03:50:13,640.08,276.86,642.62,1749,406,NA,NA,NA,NA,NA,NA,940,-84.391605,33.7770666666667,2017-07-22 00:03:04,"go",9.31,"2017-07-22 00:03:04_940",261.252354540796
"proximity",220717,2017-07-22 03:50:14,640.08,276.86,642.62,1636,519,NA,NA,NA,NA,NA,NA,941,-84.3916583333333,33.7770633333333,2017-07-22 00:03:05,"go",8.43,"2017-07-22 00:03:05_941",262.686791160307
"proximity",220717,2017-07-22 03:50:14,640.08,274.32,642.62,1750,566,841,786,830,782,24.2,21.8,942,-84.3916583333333,33.7770633333333,2017-07-22 00:03:05,"go",8.43,"2017-07-22 00:03:05_942",263.985641933935
"proximity",220717,2017-07-22 03:50:14,640.08,274.32,642.62,1766,436,NA,NA,NA,NA,NA,NA,943,-84.3916583333333,33.7770633333333,2017-07-22 00:03:05,"go",8.43,"2017-07-22 00:03:05_943",265.284492707562
"proximity",220717,2017-07-22 03:50:15,640.08,274.32,642.62,1,562,NA,NA,NA,NA,NA,NA,944,-84.3917066666667,33.77706,2017-07-22 00:03:06,"go",7.38,"2017-07-22 00:03:06_944",266.58334348119
"proximity",220717,2017-07-22 03:50:15,640.08,279.4,640.08,1,473,NA,NA,NA,NA,NA,NA,945,-84.3917066666667,33.77706,2017-07-22 00:03:06,"go",7.38,"2017-07-22 00:03:06_945",267.720415688708
"proximity",220717,2017-07-22 03:50:15,640.08,271.78,640.08,1645,563,1188,376,999,789,24.3,21.9,946,-84.3917066666667,33.77706,2017-07-22 00:03:06,"go",7.38,"2017-07-22 00:03:06_946",268.857487896226
"proximity",220717,2017-07-22 03:50:16,640.08,274.32,640.08,1,363,NA,NA,NA,NA,NA,NA,947,-84.3917516666667,33.7770533333333,2017-07-22 00:03:07,"go",6.92,"2017-07-22 00:03:07_947",269.994560103743
"proximity",220717,2017-07-22 03:50:16,642.62,279.4,642.62,1,294,NA,NA,NA,NA,NA,NA,948,-84.3917516666667,33.7770533333333,2017-07-22 00:03:07,"go",6.92,"2017-07-22 00:03:07_948",271.060757891822
"proximity",220717,2017-07-22 03:50:16,640.08,281.94,642.62,1,298,NA,NA,NA,NA,NA,NA,949,-84.3917516666667,33.7770533333333,2017-07-22 00:03:07,"go",6.92,"2017-07-22 00:03:07_949",272.126955679901
"proximity",220717,2017-07-22 03:50:16,640.08,281.94,640.08,2065,304,660,948,696,783,24.2,21.8,950,-84.3917516666667,33.7770533333333,2017-07-22 00:03:07,"go",6.92,"2017-07-22 00:03:07_950",273.19315346798
"proximity",220717,2017-07-22 03:50:17,640.08,281.94,640.08,1,297,NA,NA,NA,NA,NA,NA,951,-84.3917933333333,33.7770466666667,2017-07-22 00:03:08,"go",6,"2017-07-22 00:03:08_951",274.259351256059
"proximity",220717,2017-07-22 03:50:17,147.32,287.02,642.62,147,306,NA,NA,NA,NA,NA,NA,952,-84.3917933333333,33.7770466666667,2017-07-22 00:03:08,"go",6,"2017-07-22 00:03:08_952",275.18380020526
"proximity",220717,2017-07-22 03:50:17,132.08,287.02,642.62,142,305,NA,NA,NA,NA,NA,NA,953,-84.3917933333333,33.7770466666667,2017-07-22 00:03:08,"go",6,"2017-07-22 00:03:08_953",276.108249154461
