"results.sensor","date","time","USLeft","USRight","USRear","LidarLeft","LidarRight","O3","SO","NO","CO","P10","P25"
"proximity","220717",2017-07-22 11:08:25,320.04,322.58,637.54,1,1224,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:27,320.04,381,640.08,1582,1131,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:27,320.04,640.08,640.08,1,1000,1103,584,1032,792,35.8,32.1
"proximity","220717",2017-07-22 11:08:27,320.04,640.08,640.08,1,1024,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:28,320.04,640.08,637.54,1506,1167,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:28,320.04,640.08,637.54,1630,1350,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:28,320.04,640.08,640.08,1835,949,502,992,627,794,35.8,32.1
"proximity","220717",2017-07-22 11:08:29,320.04,640.08,637.54,1,799,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:29,320.04,640.08,640.08,2515,834,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:29,320.04,640.08,640.08,1801,877,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:29,320.04,640.08,640.08,1,1111,897,729,846,793,35.7,32
"proximity","220717",2017-07-22 11:08:30,320.04,640.08,637.54,3980,980,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:30,320.04,640.08,640.08,1,1026,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:30,320.04,640.08,640.08,2045,993,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:31,320.04,640.08,640.08,2627,1147,1131,387,990,797,35.7,32
"proximity","220717",2017-07-22 11:08:31,320.04,640.08,637.54,1541,1006,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:31,320.04,640.08,640.08,1,828,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:32,320.04,640.08,640.08,955,781,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:32,320.04,640.08,640.08,1,783,667,882,683,793,36,32.3
"proximity","220717",2017-07-22 11:08:32,320.04,640.08,640.08,2109,948,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:32,320.04,640.08,640.08,2026,861,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:33,320.04,640.08,640.08,950,812,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:33,320.04,640.08,640.08,1,842,900,729,914,791,36.2,32.5
"proximity","220717",2017-07-22 11:08:33,320.04,640.08,640.08,1,843,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:34,320.04,640.08,637.54,1829,817,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:34,320.04,640.08,640.08,1783,836,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:34,320.04,640.08,640.08,1,173,507,1073,640,789,36,32.3
"proximity","220717",2017-07-22 11:08:34,322.58,640.08,640.08,1726,817,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:35,320.04,640.08,640.08,1664,163,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:35,320.04,640.08,637.54,1646,923,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:36,320.04,640.08,640.08,1666,899,836,773,825,792,35.9,32.2
"proximity","220717",2017-07-22 11:08:36,320.04,640.08,640.08,1552,834,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:36,320.04,640.08,640.08,1286,806,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:36,320.04,640.08,640.08,1509,821,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:37,320.04,640.08,640.08,1827,1735,971,518,877,795,35.6,32
"proximity","220717",2017-07-22 11:08:37,320.04,640.08,637.54,1820,1629,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:37,320.04,640.08,640.08,1831,1564,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:38,320.04,640.08,640.08,1845,920,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:38,320.04,640.08,640.08,1572,856,848,770,787,792,35.4,31.8
"proximity","220717",2017-07-22 11:08:38,320.04,640.08,640.08,1702,818,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:39,320.04,640.08,637.54,1484,164,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:39,320.04,640.08,640.08,1,860,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:39,320.04,640.08,640.08,1,872,1085,602,1033,792,35.3,31.7
"proximity","220717",2017-07-22 11:08:39,320.04,640.08,640.08,1648,842,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:39,320.04,640.08,640.08,1,795,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:40,320.04,640.08,637.54,1323,758,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:40,320.04,640.08,640.08,1,694,556,1009,642,790,35.3,31.7
"proximity","220717",2017-07-22 11:08:41,320.04,640.08,640.08,1,902,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:41,320.04,640.08,640.08,1,706,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:41,320.04,640.08,640.08,1646,2174,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:42,320.04,640.08,640.08,1,663,870,732,842,790,35.3,31.7
"proximity","220717",2017-07-22 11:08:42,320.04,640.08,640.08,1453,696,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:42,386.08,640.08,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:42,640.08,640.08,637.54,1,2493,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:43,637.54,640.08,637.54,1,1,977,496,889,793,35.3,31.7
"proximity","220717",2017-07-22 11:08:43,640.08,640.08,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:43,637.54,637.54,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:44,637.54,637.54,637.54,1,853,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:44,640.08,640.08,640.08,1,555,791,813,800,788,35.3,31.6
"proximity","220717",2017-07-22 11:08:44,640.08,640.08,640.08,1420,634,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:44,640.08,640.08,637.54,1597,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:45,640.08,640.08,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:45,637.54,637.54,637.54,2094,1,1316,279,1060,793,35.2,31.5
"proximity","220717",2017-07-22 11:08:46,93.98,640.08,637.54,2040,1687,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:46,317.5,640.08,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:46,320.04,640.08,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:47,320.04,640.08,637.54,1,1,660,971,732,789,35.3,31.6
"proximity","220717",2017-07-22 11:08:47,320.04,640.08,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:47,320.04,640.08,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:47,320.04,640.08,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:48,320.04,640.08,640.08,2195,1110,874,723,811,789,35.4,31.7
"proximity","220717",2017-07-22 11:08:48,320.04,640.08,637.54,1867,1244,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:48,320.04,640.08,640.08,1,742,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:48,320.04,640.08,640.08,1,1306,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:49,320.04,640.08,637.54,1279,1241,1031,477,925,793,35.5,31.7
"proximity","220717",2017-07-22 11:08:49,317.5,640.08,637.54,1555,1294,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:49,320.04,640.08,640.08,1,176,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:49,320.04,640.08,637.54,1,1476,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:50,320.04,640.08,640.08,1,1407,920,695,839,788,35.5,31.8
"proximity","220717",2017-07-22 11:08:50,320.04,640.08,640.08,1,1392,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:51,320.04,640.08,640.08,1,1318,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:51,320.04,640.08,640.08,1213,1297,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:51,320.04,640.08,640.08,1512,1,1343,291,1110,789,35.5,31.8
"proximity","220717",2017-07-22 11:08:51,320.04,640.08,637.54,1391,931,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:52,320.04,640.08,640.08,1,573,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:52,320.04,640.08,637.54,1,1255,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:52,320.04,640.08,640.08,1279,159,696,939,727,784,35.7,31.9
"proximity","220717",2017-07-22 11:08:53,320.04,640.08,640.08,1,1002,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:53,320.04,640.08,640.08,1,171,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:53,320.04,640.08,640.08,1,608,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:53,320.04,640.08,640.08,1193,587,850,744,820,782,35.7,31.9
"proximity","220717",2017-07-22 11:08:54,320.04,640.08,640.08,1399,656,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:54,320.04,640.08,640.08,1,719,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:54,320.04,640.08,640.08,1,854,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:55,320.04,640.08,640.08,1175,633,579,860,613,785,35.8,31.9
"proximity","220717",2017-07-22 11:08:55,317.5,640.08,640.08,1361,620,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:55,266.7,640.08,640.08,1981,591,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:56,317.5,640.08,640.08,3095,590,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:56,124.46,640.08,640.08,1,614,778,835,762,784,35.8,31.9
"proximity","220717",2017-07-22 11:08:56,299.72,640.08,637.54,1,1262,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:56,320.04,640.08,637.54,1,1758,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:57,614.68,640.08,640.08,1,1663,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:57,640.08,640.08,640.08,1,1754,1243,368,1022,791,35.7,31.8
"proximity","220717",2017-07-22 11:08:57,635,640.08,640.08,1,1671,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:58,624.84,640.08,640.08,1,875,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:58,241.3,640.08,640.08,1264,791,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:58,502.92,640.08,640.08,1,744,619,965,679,787,35.8,31.9
"proximity","220717",2017-07-22 11:08:58,640.08,640.08,637.54,2316,736,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:59,640.08,640.08,640.08,2037,741,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:59,640.08,640.08,640.08,2260,639,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:59,640.08,640.08,640.08,2022,727,865,760,845,789,35.8,31.9
"proximity","220717",2017-07-22 11:08:59,632.46,640.08,640.08,1866,802,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:00,259.08,640.08,640.08,1931,717,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:00,236.22,640.08,640.08,1980,752,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:00,320.04,640.08,640.08,1978,783,984,495,879,791,35.9,32
"proximity","220717",2017-07-22 11:09:01,320.04,640.08,637.54,2028,767,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:01,320.04,640.08,640.08,2048,521,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:01,246.38,640.08,640.08,2064,1431,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:02,414.02,640.08,640.08,2074,854,895,760,856,788,35.8,31.9
"proximity","220717",2017-07-22 11:09:02,637.54,640.08,637.54,2115,2170,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:02,637.54,640.08,637.54,2131,2183,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:03,637.54,640.08,637.54,1196,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:03,637.54,640.08,637.54,734,1,1326,313,1075,791,35.6,31.7
"proximity","220717",2017-07-22 11:09:03,530.86,640.08,637.54,734,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:04,640.08,640.08,637.54,1274,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:04,640.08,640.08,637.54,1266,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:04,561.34,640.08,637.54,1063,2996,634,943,690,788,35.6,31.7
"proximity","220717",2017-07-22 11:09:04,640.08,640.08,640.08,915,1687,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:05,640.08,640.08,637.54,755,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:05,640.08,640.08,637.54,675,1563,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:05,637.54,640.08,637.54,600,1296,812,774,789,788,35.6,31.7
"proximity","220717",2017-07-22 11:09:06,637.54,640.08,640.08,626,1483,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:06,640.08,640.08,640.08,684,1389,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:06,640.08,640.08,640.08,729,1595,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:06,640.08,640.08,637.54,1,1536,1131,352,943,793,35.6,31.7
"proximity","220717",2017-07-22 11:09:07,640.08,640.08,640.08,1042,845,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:07,637.54,640.08,640.08,1152,811,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:07,637.54,640.08,640.08,1529,763,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:08,640.08,640.08,637.54,1587,768,792,862,810,787,35.7,31.8
"proximity","220717",2017-07-22 11:09:08,640.08,640.08,640.08,1,800,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:08,640.08,640.08,640.08,1,950,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:08,640.08,640.08,637.54,2082,879,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:09,640.08,640.08,640.08,2089,1012,912,677,849,789,35.7,31.8
"proximity","220717",2017-07-22 11:09:09,637.54,640.08,637.54,1,1006,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:09,640.08,640.08,637.54,2136,908,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:10,640.08,640.08,640.08,1,669,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:10,640.08,640.08,637.54,1,963,572,953,667,788,35.8,31.9
"proximity","220717",2017-07-22 11:09:10,640.08,642.62,640.08,1,970,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:11,127,640.08,640.08,1,980,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:11,320.04,640.08,640.08,2177,859,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:11,317.5,640.08,640.08,1,998,824,752,778,785,35.7,31.9
"proximity","220717",2017-07-22 11:09:12,342.9,640.08,637.54,2185,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:12,320.04,640.08,640.08,1097,221,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:12,320.04,640.08,640.08,2137,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:12,474.98,640.08,637.54,2156,1,1082,405,923,791,35.8,32
"proximity","220717",2017-07-22 11:09:13,637.54,640.08,637.54,2146,1607,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:13,640.08,640.08,637.54,2137,974,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:13,640.08,640.08,640.08,1185,698,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:14,640.08,309.88,640.08,1072,471,756,880,789,786,35.7,31.9
"proximity","220717",2017-07-22 11:09:14,640.08,330.2,640.08,1,131,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:14,640.08,116.84,640.08,1,137,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:14,637.54,185.42,640.08,1,473,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:15,637.54,322.58,640.08,1,871,966,635,876,788,35.6,31.8
"proximity","220717",2017-07-22 11:09:15,637.54,312.42,637.54,1,1218,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:15,20.32,309.88,637.54,1,1197,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:16,320.04,322.58,640.08,1,1324,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:16,320.04,322.58,637.54,1,1570,485,946,590,788,35.6,31.8
"proximity","220717",2017-07-22 11:09:16,462.28,322.58,637.54,1,1415,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:17,637.54,322.58,637.54,1,821,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:17,637.54,322.58,637.54,1,763,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:17,637.54,322.58,637.54,1,807,808,769,768,787,35.6,31.7
"proximity","220717",2017-07-22 11:09:17,632.46,322.58,640.08,1,933,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:18,591.82,132.08,640.08,1,911,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:18,594.36,322.58,640.08,1,840,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:18,591.82,322.58,640.08,1,684,1087,421,960,789,35.9,31.7
"proximity","220717",2017-07-22 11:09:19,591.82,322.58,640.08,1,638,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:19,576.58,322.58,640.08,1,787,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:19,599.44,322.58,637.54,1,647,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:19,627.38,124.46,637.54,2440,639,771,847,770,784,36,31.7
"proximity","220717",2017-07-22 11:09:20,627.38,322.58,640.08,2430,652,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:20,627.38,322.58,637.54,2204,647,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:20,627.38,322.58,640.08,1,659,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:21,627.38,322.58,640.08,1,665,896,727,870,786,36.1,31.7
"proximity","220717",2017-07-22 11:09:21,627.38,322.58,637.54,1,738,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:21,627.38,322.58,637.54,1,952,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:22,627.38,322.58,637.54,1,1175,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:22,627.38,322.58,640.08,1,169,533,969,657,787,35.9,31.7
"proximity","220717",2017-07-22 11:09:22,627.38,322.58,637.54,1,818,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:23,627.38,106.68,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:23,624.84,322.58,637.54,1909,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:23,15.24,322.58,637.54,1,3881,808,798,794,787,35.7,31.7
"proximity","220717",2017-07-22 11:09:24,317.5,322.58,640.08,1752,3899,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:24,317.5,322.58,640.08,1,536,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:24,317.5,322.58,637.54,1,532,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:24,317.5,322.58,637.54,1,549,1013,481,930,789,35.5,31.6
"proximity","220717",2017-07-22 11:09:25,317.5,322.58,640.08,1,538,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:25,317.5,322.58,640.08,1,540,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:25,314.96,322.58,637.54,3248,539,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:26,317.5,322.58,637.54,1,527,828,784,797,787,35.6,31.7
"proximity","220717",2017-07-22 11:09:26,317.5,322.58,637.54,3293,539,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:26,317.5,322.58,637.54,1,534,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:27,317.5,322.58,637.54,1,530,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:27,317.5,322.58,637.54,1,522,1211,469,1104,789,35.6,31.7
"proximity","220717",2017-07-22 11:09:27,317.5,322.58,640.08,1,521,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:27,317.5,322.58,637.54,1,525,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:28,317.5,322.58,637.54,1,526,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:28,314.96,322.58,637.54,1,522,552,1015,662,787,35.7,31.8
"proximity","220717",2017-07-22 11:09:28,317.5,325.12,640.08,1,513,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:29,314.96,322.58,637.54,1,516,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:29,314.96,322.58,637.54,2599,522,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:29,314.96,322.58,637.54,2618,516,858,720,814,789,36.1,31.8
"proximity","220717",2017-07-22 11:09:29,317.5,322.58,640.08,2622,525,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:30,317.5,322.58,637.54,1,528,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:30,314.96,322.58,637.54,1,523,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:31,317.5,322.58,640.08,1,530,1051,464,947,790,36.5,31.8
"proximity","220717",2017-07-22 11:09:31,317.5,322.58,637.54,1,531,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:31,317.5,322.58,640.08,210,532,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:31,167.64,322.58,640.08,1,530,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:32,170.18,322.58,637.54,1,532,848,785,814,788,36.4,31.4
"proximity","220717",2017-07-22 11:09:32,314.96,322.58,637.54,1,530,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:32,317.5,322.58,637.54,1,532,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:33,317.5,322.58,637.54,3246,576,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:33,317.5,322.58,637.54,2382,574,1349,287,1109,791,36.4,31.2
"proximity","220717",2017-07-22 11:09:33,317.5,322.58,640.08,5,651,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:34,317.5,322.58,640.08,1,3917,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:34,314.96,322.58,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:34,314.96,322.58,637.54,1,3025,582,981,693,787,36.5,31.3
"proximity","220717",2017-07-22 11:09:34,314.96,322.58,637.54,2455,755,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:35,314.96,322.58,640.08,1,839,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:35,314.96,322.58,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:36,317.5,322.58,637.54,1,1105,900,685,854,789,36.5,31.3
"proximity","220717",2017-07-22 11:09:36,317.5,322.58,640.08,1,953,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:36,317.5,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:36,314.96,322.58,637.54,1,1456,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:37,314.96,322.58,637.54,1,1570,1058,451,949,792,36.6,31.4
"proximity","220717",2017-07-22 11:09:37,314.96,322.58,637.54,1,2017,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:37,314.96,322.58,637.54,1,2531,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:38,314.96,378.46,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:38,314.96,640.08,637.54,1,1,840,755,778,788,36.9,31.3
"proximity","220717",2017-07-22 11:09:38,314.96,640.08,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:38,314.96,640.08,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:39,317.5,640.08,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:39,317.5,640.08,640.08,1,6058,1371,282,1123,792,37,31.3
"proximity","220717",2017-07-22 11:09:39,314.96,640.08,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:40,314.96,640.08,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:40,314.96,640.08,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:40,314.96,640.08,637.54,1,1,713,908,751,789,37,31.3
"proximity","220717",2017-07-22 11:09:41,314.96,640.08,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:41,314.96,640.08,640.08,1,1529,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:41,314.96,640.08,640.08,1,1630,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:09:41,314.96,640.08,640.08,1,1,856,721,805,788,36.9,31.3
"proximity","220717",2017-07-22 11:09:42,330.2,642.62,640.08,1,1,NA,NA,NA,NA,NA,NA
