"results.sensor","date","time","USLeft","USRight","USRear","LidarLeft","LidarRight","O3","SO","NO","CO","P10","P25"
"proximity","220717",2017-07-22 11:07:10,236.22,640.08,640.08,1,607,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:10,314.96,640.08,640.08,1,1023,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:11,25.4,640.08,640.08,1,739,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:11,320.04,640.08,640.08,1,788,926,718,845,792,41.9,37.4
"proximity","220717",2017-07-22 11:07:11,320.04,640.08,640.08,1,894,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:11,320.04,640.08,640.08,1,1256,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:12,561.34,640.08,640.08,1,1272,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:12,467.36,640.08,640.08,1,1136,1210,358,991,797,41.9,37.4
"proximity","220717",2017-07-22 11:07:12,157.48,640.08,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:13,317.5,640.08,640.08,1,542,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:13,317.5,640.08,640.08,1,551,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:13,180.34,640.08,640.08,1,540,587,1029,668,795,41.8,37.3
"proximity","220717",2017-07-22 11:07:14,447.04,640.08,640.08,1,549,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:14,248.92,640.08,640.08,1,216,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:14,132.08,640.08,640.08,1,551,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:14,203.2,640.08,640.08,1,525,888,698,841,790,41.5,37.1
"proximity","220717",2017-07-22 11:07:15,25.4,640.08,640.08,1,525,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:15,408.94,640.08,640.08,1,547,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:15,30.48,640.08,640.08,1,535,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:16,490.22,640.08,640.08,1,501,1031,457,924,794,41.4,37
"proximity","220717",2017-07-22 11:07:16,622.3,640.08,640.08,1,499,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:16,312.42,637.54,637.54,1,555,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:17,337.82,640.08,640.08,1,506,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:17,195.58,640.08,640.08,3707,500,759,825,760,790,41.1,36.7
"proximity","220717",2017-07-22 11:07:17,317.5,640.08,640.08,1,521,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:17,322.58,640.08,640.08,1,514,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:18,403.86,640.08,640.08,1,500,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:18,414.02,640.08,637.54,3736,497,1308,295,1057,791,41,36.6
"proximity","220717",2017-07-22 11:07:18,340.36,640.08,635,1,525,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:19,60.96,640.08,640.08,1,550,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:19,276.86,640.08,640.08,1,514,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:19,320.04,640.08,640.08,1,508,540,1042,662,784,41.1,36.7
"proximity","220717",2017-07-22 11:07:19,317.5,640.08,640.08,1,518,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:20,274.32,640.08,640.08,1702,534,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:20,233.68,640.08,637.54,1795,191,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:20,320.04,180.34,640.08,1710,551,767,819,781,787,41.1,36.7
"proximity","220717",2017-07-22 11:07:21,320.04,322.58,640.08,1740,600,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:21,276.86,322.58,640.08,1874,566,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:21,388.62,322.58,640.08,1,225,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:22,640.08,322.58,640.08,1,552,1033,424,916,788,41.1,36.7
"proximity","220717",2017-07-22 11:07:22,640.08,322.58,640.08,1665,569,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:22,640.08,322.58,640.08,1651,585,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:22,640.08,322.58,640.08,1,618,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:23,637.54,322.58,640.08,1,1,952,715,881,788,41,36.6
"proximity","220717",2017-07-22 11:07:23,637.54,322.58,637.54,2051,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:23,637.54,322.58,637.54,946,722,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:24,640.08,322.58,640.08,1,621,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:24,635,322.58,637.54,1,886,1317,395,1104,799,40.7,36.3
"proximity","220717",2017-07-22 11:07:24,640.08,322.58,640.08,1645,515,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:24,640.08,322.58,640.08,1555,528,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:25,637.54,322.58,640.08,1537,527,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:25,637.54,322.58,640.08,1648,542,571,1035,631,799,40.6,36.2
"proximity","220717",2017-07-22 11:07:25,637.54,322.58,640.08,1,529,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:26,637.54,322.58,640.08,1,511,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:26,629.92,322.58,640.08,1,508,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:26,17.78,322.58,637.54,1,517,774,838,764,801,40.6,36.2
"proximity","220717",2017-07-22 11:07:27,320.04,322.58,637.54,1,530,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:27,320.04,322.58,640.08,1,514,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:27,320.04,322.58,640.08,877,505,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:28,320.04,322.58,640.08,946,507,1057,473,943,802,40.5,36.1
"proximity","220717",2017-07-22 11:07:28,320.04,322.58,640.08,891,520,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:28,320.04,322.58,640.08,875,562,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:29,320.04,322.58,640.08,857,519,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:29,320.04,322.58,640.08,1,527,880,759,805,803,40.2,35.8
"proximity","220717",2017-07-22 11:07:29,320.04,322.58,640.08,1,540,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:29,320.04,322.58,640.08,1665,524,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:30,320.04,322.58,637.54,895,564,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:30,320.04,322.58,640.08,1653,201,1287,330,1044,805,39.9,35.6
"proximity","220717",2017-07-22 11:07:30,320.04,322.58,640.08,1,540,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:31,320.04,322.58,640.08,1,529,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:31,320.04,322.58,640.08,1,531,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:31,320.04,322.58,640.08,1,535,611,1014,688,804,39.8,35.5
"proximity","220717",2017-07-22 11:07:32,320.04,322.58,640.08,1,567,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:32,320.04,322.58,640.08,838,551,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:32,320.04,322.58,640.08,1,551,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:33,320.04,322.58,640.08,1,546,826,789,802,800,39.7,35.4
"proximity","220717",2017-07-22 11:07:33,320.04,322.58,640.08,870,578,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:33,320.04,322.58,640.08,883,199,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:33,320.04,177.8,640.08,855,741,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:34,320.04,322.58,640.08,1,541,1136,395,986,804,39.6,35.3
"proximity","220717",2017-07-22 11:07:34,320.04,322.58,640.08,939,538,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:34,320.04,322.58,640.08,934,548,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:34,320.04,322.58,640.08,935,515,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:35,320.04,322.58,640.08,1,190,871,749,810,803,39.8,35.5
"proximity","220717",2017-07-22 11:07:35,320.04,322.58,640.08,982,540,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:36,320.04,322.58,640.08,919,509,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:36,320.04,322.58,640.08,930,511,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:36,320.04,322.58,640.08,1768,518,1312,373,1105,800,39.9,35.6
"proximity","220717",2017-07-22 11:07:36,320.04,322.58,637.54,2305,570,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:37,320.04,322.58,640.08,1737,480,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:37,320.04,322.58,637.54,2340,554,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:37,320.04,322.58,640.08,1832,571,654,971,683,799,39.7,35.4
"proximity","220717",2017-07-22 11:07:38,320.04,322.58,640.08,1,550,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:38,320.04,322.58,640.08,1,557,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:38,320.04,322.58,640.08,1,579,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:39,320.04,322.58,640.08,1,611,868,742,838,799,39.6,35.3
"proximity","220717",2017-07-22 11:07:39,317.5,322.58,640.08,1,801,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:39,317.5,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:39,320.04,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:40,320.04,322.58,637.54,1,1,1022,446,882,803,39.5,35.2
"proximity","220717",2017-07-22 11:07:40,320.04,322.58,640.08,1,1242,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:40,320.04,322.58,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:41,320.04,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:41,320.04,322.58,637.54,1,1,854,756,807,802,39.2,35
"proximity","220717",2017-07-22 11:07:41,320.04,322.58,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:42,320.04,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:42,320.04,322.58,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:42,320.04,322.58,637.54,1,1,1218,333,1004,802,39.1,34.9
"proximity","220717",2017-07-22 11:07:43,317.5,320.04,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:43,320.04,322.58,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:43,320.04,322.58,637.54,1,1547,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:43,320.04,322.58,637.54,1,1,755,889,764,797,39,34.8
"proximity","220717",2017-07-22 11:07:44,320.04,322.58,640.08,285,2151,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:44,320.04,322.58,640.08,265,1325,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:44,320.04,322.58,637.54,1,1223,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:45,320.04,322.58,640.08,1915,1,945,657,845,798,38.8,34.6
"proximity","220717",2017-07-22 11:07:45,320.04,322.58,637.54,2353,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:45,320.04,322.58,640.08,2430,353,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:46,320.04,320.04,637.54,1,2326,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:46,320.04,322.58,637.54,1,1,1035,471,923,801,38.7,34.5
"proximity","220717",2017-07-22 11:07:46,320.04,322.58,640.08,1,625,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:46,320.04,322.58,640.08,3107,656,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:47,320.04,322.58,640.08,1,682,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:47,320.04,322.58,640.08,1,823,851,762,805,798,38.3,34.2
"proximity","220717",2017-07-22 11:07:47,320.04,322.58,640.08,1,822,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:48,320.04,322.58,640.08,2001,752,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:48,320.04,322.58,640.08,1868,758,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:48,320.04,322.58,640.08,1,772,1237,385,1037,796,38.1,34
"proximity","220717",2017-07-22 11:07:49,320.04,322.58,640.08,1915,781,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:49,320.04,322.58,637.54,1,633,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:49,320.04,322.58,640.08,1,791,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:49,320.04,322.58,640.08,946,548,733,929,746,795,38,33.9
"proximity","220717",2017-07-22 11:07:50,320.04,322.58,637.54,1795,779,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:50,320.04,322.58,640.08,1908,775,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:50,320.04,322.58,637.54,1,773,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:51,320.04,322.58,640.08,1452,777,904,702,850,792,37.9,33.8
"proximity","220717",2017-07-22 11:07:51,320.04,322.58,640.08,1,770,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:51,320.04,322.58,640.08,1,766,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:52,320.04,322.58,640.08,1,764,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:52,320.04,322.58,640.08,1,772,420,979,530,793,37.6,33.6
"proximity","220717",2017-07-22 11:07:52,320.04,322.58,640.08,1553,768,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:53,320.04,322.58,640.08,1367,768,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:53,320.04,322.58,640.08,1331,777,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:53,320.04,322.58,640.08,1148,766,873,756,842,793,37.4,33.4
"proximity","220717",2017-07-22 11:07:53,320.04,322.58,640.08,1479,782,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:54,320.04,322.58,640.08,1,549,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:54,320.04,322.58,637.54,1568,757,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:54,320.04,322.58,637.54,1,768,1053,448,905,793,37.2,33.3
"proximity","220717",2017-07-22 11:07:54,320.04,322.58,640.08,1501,767,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:55,320.04,322.58,637.54,1,777,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:55,320.04,322.58,640.08,1,679,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:56,320.04,322.58,640.08,2598,771,760,885,766,791,37.2,33.3
"proximity","220717",2017-07-22 11:07:56,320.04,322.58,640.08,1,769,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:56,320.04,322.58,640.08,1,537,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:56,320.04,322.58,640.08,1,777,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:57,320.04,322.58,640.08,1399,782,860,728,803,790,37.2,33.3
"proximity","220717",2017-07-22 11:07:57,320.04,322.58,640.08,1673,786,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:57,320.04,322.58,640.08,959,782,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:57,320.04,322.58,640.08,1,693,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:58,320.04,322.58,640.08,1,784,583,819,611,793,37,33.1
"proximity","220717",2017-07-22 11:07:58,320.04,322.58,640.08,1,778,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:58,320.04,322.58,640.08,1762,877,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:59,320.04,322.58,640.08,974,766,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:59,320.04,322.58,640.08,1375,768,776,818,771,788,36.7,32.9
"proximity","220717",2017-07-22 11:07:59,320.04,322.58,637.54,1732,865,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:07:59,320.04,322.58,640.08,1737,810,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:00,320.04,322.58,640.08,1931,773,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:00,320.04,322.58,640.08,1923,847,992,491,882,794,36.6,32.8
"proximity","220717",2017-07-22 11:08:01,320.04,322.58,640.08,1956,766,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:01,320.04,322.58,640.08,1,768,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:01,406.4,322.58,640.08,1280,770,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:01,637.54,322.58,640.08,1,775,803,846,788,792,36.6,32.8
"proximity","220717",2017-07-22 11:08:02,640.08,322.58,637.54,517,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:02,640.08,322.58,640.08,2412,838,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:02,640.08,322.58,640.08,1408,747,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:03,640.08,322.58,640.08,3323,749,992,669,940,790,36.4,32.7
"proximity","220717",2017-07-22 11:08:03,640.08,322.58,640.08,1,142,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:03,640.08,322.58,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:04,640.08,322.58,637.54,1,789,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:04,640.08,322.58,640.08,1,746,439,1034,600,790,36.3,32.6
"proximity","220717",2017-07-22 11:08:04,640.08,322.58,637.54,1943,741,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:04,640.08,322.58,640.08,1740,761,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:05,640.08,322.58,640.08,1,781,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:05,640.08,322.58,637.54,1,1,846,736,810,791,36.2,32.5
"proximity","220717",2017-07-22 11:08:05,637.54,322.58,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:06,640.08,322.58,640.08,1,741,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:06,640.08,322.58,637.54,1878,141,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:06,640.08,322.58,640.08,1,1,1159,346,981,796,36.1,32.4
"proximity","220717",2017-07-22 11:08:07,640.08,322.58,640.08,1,797,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:07,640.08,322.58,640.08,2383,884,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:07,640.08,322.58,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:07,640.08,322.58,640.08,1,2251,840,801,809,793,36.1,32.4
"proximity","220717",2017-07-22 11:08:08,640.08,322.58,637.54,1612,2227,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:08,640.08,322.58,640.08,1,2486,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:08,640.08,322.58,640.08,1,1124,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:09,640.08,322.58,640.08,1,495,920,729,906,792,35.9,32.2
"proximity","220717",2017-07-22 11:08:09,640.08,322.58,637.54,2453,125,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:09,640.08,109.22,640.08,2012,1048,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:09,640.08,322.58,637.54,1,981,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:10,640.08,322.58,637.54,1,997,546,931,665,793,35.9,32.2
"proximity","220717",2017-07-22 11:08:10,637.54,322.58,637.54,1,1077,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:11,640.08,322.58,640.08,1,1029,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:11,640.08,322.58,640.08,1685,1034,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:11,640.08,322.58,640.08,1706,928,813,784,799,790,35.9,32.2
"proximity","220717",2017-07-22 11:08:11,640.08,322.58,637.54,1922,820,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:12,640.08,322.58,640.08,1,938,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:12,640.08,322.58,640.08,1,549,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:12,640.08,322.58,640.08,1,153,994,486,909,793,36,32.2
"proximity","220717",2017-07-22 11:08:13,640.08,322.58,640.08,1,931,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:13,640.08,322.58,640.08,1706,912,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:13,640.08,322.58,637.54,1,929,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:14,640.08,322.58,640.08,2077,972,850,766,789,789,36.2,32.4
"proximity","220717",2017-07-22 11:08:14,640.08,322.58,640.08,1,1032,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:14,640.08,322.58,640.08,1,456,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:14,640.08,322.58,640.08,1,1776,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:15,640.08,322.58,640.08,1,866,946,651,935,789,36.4,32.6
"proximity","220717",2017-07-22 11:08:15,640.08,322.58,640.08,1,913,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:15,640.08,322.58,637.54,1,1073,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:16,640.08,322.58,637.54,1,1132,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:16,640.08,322.58,637.54,1,1057,576,1019,678,790,36.3,32.5
"proximity","220717",2017-07-22 11:08:16,640.08,322.58,640.08,1,1046,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:17,640.08,322.58,637.54,1,1093,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:17,640.08,322.58,640.08,1,1093,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:17,640.08,322.58,637.54,1,1,896,696,819,789,36.3,32.5
"proximity","220717",2017-07-22 11:08:18,640.08,322.58,637.54,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:18,640.08,322.58,640.08,2361,5,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:18,640.08,322.58,640.08,1,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:18,640.08,322.58,640.08,1,1,1029,482,914,793,36.3,32.5
"proximity","220717",2017-07-22 11:08:19,640.08,322.58,637.54,1,1032,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:19,635,322.58,637.54,2253,1,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:19,637.54,322.58,640.08,1,889,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:20,203.2,322.58,640.08,1,713,795,828,770,789,36,32.3
"proximity","220717",2017-07-22 11:08:20,320.04,322.58,640.08,527,847,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:20,320.04,322.58,640.08,1548,895,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:20,320.04,322.58,637.54,1581,827,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:21,320.04,322.58,640.08,1543,836,1024,665,991,790,36,32.3
"proximity","220717",2017-07-22 11:08:21,320.04,322.58,640.08,1685,830,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:21,320.04,322.58,640.08,1697,778,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:22,320.04,322.58,640.08,1695,800,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:22,320.04,322.58,640.08,1,787,559,1017,649,789,36,32.3
"proximity","220717",2017-07-22 11:08:22,320.04,325.12,640.08,2536,836,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:23,320.04,322.58,640.08,1,598,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:23,320.04,322.58,640.08,1,715,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:23,320.04,322.58,637.54,1,797,889,720,835,791,36,32.3
"proximity","220717",2017-07-22 11:08:24,320.04,322.58,640.08,2573,921,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:24,320.04,322.58,637.54,1,1274,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:24,320.04,322.58,637.54,1,1304,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:24,320.04,322.58,637.54,1,1423,1058,435,949,795,36,32.3
"proximity","220717",2017-07-22 11:08:25,320.04,322.58,640.08,1,979,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:25,320.04,322.58,637.54,1,875,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:25,320.04,322.58,640.08,1,997,NA,NA,NA,NA,NA,NA
"proximity","220717",2017-07-22 11:08:25,320.04,322.58,640.08,1,1001,834,784,784,793,35.9,32.2
"proximity","220717",2017-07-22 11:08:25,320.04,322.58,637.54,1542,1329,NA,NA,NA,NA,NA,NA
